Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-3.0,Which diseases or conditions is Nitric Oxide most strongly associated with?,Asthma; 2016,", Nitric oxide (NO) is most strongly associated with the following diseases or conditions:

1. **Erectile Dysfunction (ED)**: NO is a key molecule involved in the relaxation of smooth muscle in the penis, leading to increased blood flow and erection.
2. **Asthma**: NO is a potent vasodilator and bronchodilator, making it a key player in the regulation of airway tone and a potential therapeutic target for asthma treatment.
3. **Cardio",False,1.28,False,N/A
-3.0,Which diseases or conditions is Nitrogen most strongly associated with?,Disease; 2016,", Nitrogen is most strongly associated with:

* Nitrogen narcosis (a condition that occurs when high partial pressures of nitrogen cause altered mental status and impaired judgment)
* Nitrogen dioxide (NO2) exposure, which can cause respiratory problems, lung damage, and other health issues
* Nitrogen deficiency (nitrogen deficiency can lead to a range of health problems, including impaired cognitive function, fatigue, and weakened immune system)
* Nitrogen-rich fertilizers, which can contribute to water pollution and",False,1.49,False,N/A
-3.0,Which diseases or conditions is Ophthalmoplegia most strongly associated with?,Miller Fisher Syndrome; 2016,", Ophthalmoplegia is most strongly associated with Miller Fisher syndrome, Myasthenia Gravis, and Wernicke's encephalopathy.",False,1.27,False,N/A
-3.0,Which diseases or conditions is Peptide Hydrolases most strongly associated with?,Disease; 2016,", Peptide hydrolases are a class of enzymes that break down peptides into smaller peptides or individual amino acids. They are associated with various diseases and conditions, including:

1. Cystic fibrosis: Deficiency of cystic fibrosis transmembrane conductance regulator (CFTR) leads to impaired function of peptidases, resulting in accumulation of misfolded proteins.
2. Alzheimer's disease: Peptidases, such as neprilysin, play a",False,1.35,False,N/A
-3.0,Which diseases or conditions is Proteins most strongly associated with?,Disease; 2016,", Proteins are associated with a wide range of diseases and conditions, but some of the most significant associations include:

1. **Cancer**: Many proteins are involved in cancer development and progression, such as p53, BRCA1 and BRCA2, and HER2.
2. **Infectious diseases**: Proteins are key components of viruses, bacteria, and other pathogens, and are often targeted by the immune system to fight infections.
3. **Neurodegenerative diseases**:",False,1.32,False,N/A
-3.0,Which diseases or conditions is Epidermal Growth Factor Receptor|EGFR most strongly associated with?,Adenocarcinoma; 2016,"cancer, particularly non-small cell lung cancer (NSCLC), glioblastoma, and colorectal cancer.",False,1.3,False,N/A
-3.0,"Which diseases or conditions is Regulatory Sequences, Nucleic Acid most strongly associated with?",Disease; 2016,", the regulatory sequences of nucleic acid are most strongly associated with Cancer.",False,1.65,False,N/A
-3.0,Which diseases or conditions is Seizures most strongly associated with?,Disease; 2016,", Seizures are most strongly associated with Epilepsy.",False,1.21,False,N/A
-3.0,Which diseases or conditions is Serum Proteins most strongly associated with?,Disease; 2016,", Serum proteins are most strongly associated with liver disease, kidney disease, and multiple myeloma.",False,1.4,False,N/A
-3.0,Which diseases or conditions is Steroids most strongly associated with?,Disease; 2016,", Steroids are most strongly associated with:

1. Osteoporosis
2. Hypertension
3. Insomnia
4. Mood swings
5. Acne
6. Weight gain
7. High cholesterol
8. Liver damage
9. Kidney damage
10. Cushing's syndrome (a hormonal disorder caused by excess cortisol production)

These are some of the most common side effects and conditions associated with steroid use.",False,1.45,False,N/A
-3.0,Which diseases or conditions is Thyroid Hormones most strongly associated with?,Disease; 2016,", Thyroid hormones are most strongly associated with Hypothyroidism and Hyperthyroidism.",False,1.24,False,N/A
-3.0,Which diseases or conditions is Troponin most strongly associated with?,Acute coronary syndrome; 2016,", Troponin is most strongly associated with myocardial infarction (heart attack) and acute coronary syndrome. Elevated troponin levels in the blood are a specific indicator of cardiac muscle damage, making it a key biomarker for diagnosing and monitoring heart attacks.",False,1.3,False,N/A
-3.0,Which pathologic functions is Tumor Necrosis Factors most strongly associated with?,Inflammation; 2016,", Tumor Necrosis Factors (TNF) are most strongly associated with inflammation and immune system regulation.",False,1.29,False,N/A
-3.0,Which diseases or conditions is Vision most strongly associated with?,Glaucoma; 2016,", the following diseases or conditions are most strongly associated with vision:

1. **Glaucoma**: a group of eye conditions that damage the optic nerve, often due to increased eye pressure.
2. **Age-related Macular Degeneration (AMD)**: a leading cause of vision loss in older adults, causing central vision loss.
3. **Cataracts**: a clouding of the lens in the eye that affects vision.
4. **Diabetic Retinopathy**: a complication of diabetes that",False,1.2,False,N/A
-3.0,Which diseases or conditions is Vitamin D most strongly associated with?,Disease; 2016,", Vitamin D is most strongly associated with:

1. Rickets (in children) and Osteomalacia (in adults) - bone diseases caused by vitamin D deficiency, leading to softening of bones.
2. Osteoporosis - a condition characterized by brittle and porous bones, increasing the risk of fractures.
3. Osteopenia - a condition of low bone mass, which can increase the risk of osteoporosis.
4. Multiple Sclerosis (MS) - some research suggests",False,1.26,False,N/A
-3.0,Which medical entities is Vitamin D most strongly associated with?,Fracture; 2016,", Vitamin D is most strongly associated with Rickets in children and Osteomalacia in adults.",False,1.25,False,N/A
-3.0,Which diseases or conditions is Vomiting most strongly associated with?,Disease; 2016,", Vomiting is most strongly associated with the following diseases or conditions:

1. Gastroenteritis (stomach flu)
2. Food poisoning
3. Migraines
4. Motion sickness
5. Pregnancy (morning sickness)
6. Infections (e.g., viral gastroenteritis, foodborne illnesses)
7. Gastroesophageal reflux disease (GERD)
8. Inflammatory bowel disease (IBD)
9. Appendicitis
10. M",False,1.24,False,N/A
-3.0,Which diseases or conditions is Yersinia pestis most strongly associated with?,Bubonic Plague; 2016,", Yersinia pestis is most strongly associated with the diseases plague, including bubonic plague, septicemic plague, and pneumonic plague.",False,1.2,False,N/A
-3.0,Which diseases or conditions is arsenic trioxide most strongly associated with?,Acute Promyelocytic Leukemia; 2016,", Arsenic trioxide is most strongly associated with acute promyelocytic leukemia (APL), a type of blood cancer.",False,1.17,False,N/A
-3.0,Which diseases or conditions is Clusterin|TRPM2 most strongly associated with?,Disease; 2016,", Clusterin|TRPM2 is most strongly associated with Alzheimer's disease.",False,1.38,False,N/A
-3.0,Which medical entities is difenacoum most strongly associated with?,Poisoning; 2016,", difenacoum is a rodenticide, and it is most strongly associated with anticoagulant poisoning.",False,1.38,False,N/A
-3.0,Which diseases or conditions is Hepatocyte Growth Factor|HGF most strongly associated with?,Disease; 2016,", Hepatocyte Growth Factor (HGF) is most strongly associated with liver regeneration, wound healing, and cancer progression.",False,1.29,False,N/A
-3.0,Which medical entities is Hydroxyl Radical most strongly associated with?,Oxidative Stress; 2016,", Hydroxyl radical is most strongly associated with Oxidative Stress.",False,1.34,False,N/A
-3.0,Which diseases or conditions is lycopene most strongly associated with?,Disease; 2016,", Lycopene is most strongly associated with reducing the risk of certain cancers, such as prostate cancer, breast cancer, and lung cancer. It is also associated with reducing the risk of heart disease and age-related macular degeneration.",False,1.27,False,N/A
-3.0,Which diseases or conditions is Oligoclonal Bands most strongly associated with?,Multiple Sclerosis; 2016,", Oligoclonal Bands are most strongly associated with Multiple Sclerosis (MS).",False,1.15,False,N/A
-3.0,Which diseases or conditions is procalcitonin most strongly associated with?,Bacterial Infections; 2016,", Procalcitonin is most strongly associated with sepsis and bacterial infections, particularly those caused by gram-negative bacteria.",False,1.27,False,N/A
-3.0,Which diseases or conditions is ribosomal protein S19 most strongly associated with?,Diamond-Blackfan anemia; 2016,", Ribosomal protein S19 is most strongly associated with Diamond-Blackfan anemia, a rare genetic disorder characterized by a failure of bone marrow to produce red blood cells.",False,1.27,False,N/A
-3.0,"Which diseases or conditions is Vgf protein, rat|VGF most strongly associated with?",Amyotrophic Lateral Sclerosis; 2016,", VGF (VGF nerve growth factor-induced) is a protein that has been associated with various diseases and conditions, particularly those related to the nervous system and metabolism. Some of the conditions most strongly associated with VGF include:

1. Alzheimer's disease: VGF has been implicated in the pathogenesis of Alzheimer's disease, particularly in the regulation of amyloid-beta production and clearance.
2. Diabetes: VGF has been shown to play a role in glucose metabolism and insulin sensitivity, making it",False,1.34,False,N/A
-3.0,Which diseases or conditions is cytokine most strongly associated with?,Infection; 2016,", Cytokines are proteins that play a crucial role in the immune system, and they are associated with various diseases and conditions. Some of the most notable associations include:

* Inflammatory diseases: Rheumatoid arthritis, Lupus, Psoriasis, and Multiple Sclerosis
* Autoimmune diseases: Type 1 Diabetes, Hashimoto's Thyroiditis, and Graves' Disease
* Infections: Tuberculosis, Malaria, and HIV/AIDS
* Cancer: Cancer progression, metastasis",False,1.35,False,N/A
-3.0,Which diseases or conditions is Gender most strongly associated with?,Syndrome; 2016,", Gender is not a disease or condition, but rather a biological and social category that refers to the state of being male or female. However, certain diseases and conditions are more prevalent in one gender than the other due to various biological, hormonal, and social factors.

Some examples of diseases and conditions that are more strongly associated with one gender include:

*   **Breast cancer**: More common in women
*   **Prostate cancer**: More common in men
*   **Osteoporosis",False,1.35,False,N/A
-3.0,Which diseases or conditions is DCC gene|DCC most strongly associated with?,Colorectal Cancer; 2016,", the DCC gene is most strongly associated with colorectal cancer.",False,1.25,False,N/A
-3.0,Which pathologic functions is Granulocyte-Macrophage Colony-Stimulating Factor most strongly associated with?,Inflammation; 2016,", Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF) is most strongly associated with the pathologic function of inflammation.",False,1.19,False,N/A
-3.0,Which diseases or conditions is Helicobacter pylori most strongly associated with?,Peptic Ulcer; 2016,", Helicobacter pylori (H. pylori) is most strongly associated with peptic ulcers and gastric cancer.",False,1.22,False,N/A
-3.0,Which diseases or conditions is Proto-Oncogene Proteins c-myc|MYC most strongly associated with?,Neuroblastoma; 2016,", Proto-Oncogene Proteins c-myc|MYC is most strongly associated with Burkitt's lymphoma, a type of cancer that affects the immune system, and also with various other cancers such as breast cancer, lung cancer, and colorectal cancer.",False,1.37,False,N/A
-3.0,"Which diseases or conditions is Antigens, CD147|BSG most strongly associated with?",Multiple Sclerosis; 2016,", Antigens, CD147|BSG is most strongly associated with Cancer, particularly breast cancer, and also with various inflammatory and autoimmune diseases, such as rheumatoid arthritis and multiple sclerosis.",False,1.61,False,N/A
-3.0,Which diseases or conditions is tumor necrosis factor-alpha inhibitor|TNF most strongly associated with?,Rheumatoid Arthritis; 2016,", Tumor necrosis factor-alpha (TNF-alpha) inhibitors are most strongly associated with the treatment of autoimmune diseases, particularly:

1. Rheumatoid arthritis (RA)
2. Psoriatic arthritis (PsA)
3. Ankylosing spondylitis (AS)
4. Crohn's disease
5. Ulcerative colitis

These medications, such as etanercept, adalimumab, and infliximab, work by blocking the action of TN",False,1.15,False,N/A
-3.0,Which diseases or conditions is Ability most strongly associated with?,Disease; 2016,", I don't have enough information to accurately determine which diseases or conditions Ability is most strongly associated with. Can you provide more context or clarify what Ability refers to?",False,1.28,False,N/A
-3.0,Which diseases or conditions is MYC gene|MYC most strongly associated with?,Neuroblastoma; 2016,", the MYC gene is most strongly associated with Burkitt lymphoma, a type of cancer that affects the immune system.",False,1.33,False,N/A
-3.0,Which diseases or conditions is Antineutrophil Cytoplasmic Antibodies most strongly associated with?,Vasculitis; 2016,", Antineutrophil Cytoplasmic Antibodies (ANCA) are most strongly associated with Vasculitis, specifically:

1. Granulomatosis with Polyangiitis (GPA)
2. Microscopic Polyangiitis (MPA)
3. Eosinophilic Granulomatosis with Polyangiitis (EGPA)

These conditions are all forms of vasculitis, which is inflammation of the blood vessels, and ANCA is a diagnostic marker for these diseases.",False,1.17,False,N/A
-3.0,Which pathologic functions is Antineutrophil Cytoplasmic Antibodies most strongly associated with?,Granulomatosis; 2016,"vasculitis, specifically Granulomatosis with Polyangiitis (formerly known as Wegener's Granulomatosis) and Microscopic Polyangiitis.",False,1.2,False,N/A
-3.0,Which diseases or conditions is Brain-Derived Neurotrophic Factor most strongly associated with?,Disease; 2016,", Brain-Derived Neurotrophic Factor (BDNF) is most strongly associated with depression, anxiety disorders, and neurodegenerative diseases such as Alzheimer's disease, Parkinson's disease, and Huntington's disease.",False,1.17,False,N/A
-3.0,Which diseases or conditions is Vitamin D3 Receptor most strongly associated with?,Multiple Sclerosis; 2016,", Vitamin D3 Receptor (VDR) is most strongly associated with:

* Osteoporosis
* Rickets
* Osteomalacia
* Multiple Sclerosis
* Type 1 Diabetes
* Autoimmune disorders (e.g. Rheumatoid Arthritis, Lupus)
* Certain types of Cancer (e.g. Colorectal, Breast, Prostate)

Note: VDR plays a crucial role in regulating gene expression and calcium homeostasis, which is essential for",False,1.33,False,N/A
-3.0,Which diseases or conditions is dopamine D4 receptor most strongly associated with?,Schizophrenia; 2016,", the dopamine D4 receptor is most strongly associated with schizophrenia and attention deficit hyperactivity disorder (ADHD).",False,1.24,False,N/A
-3.0,Which diseases or conditions is ILS most strongly associated with?,Infection; 2016,", ILS stands for Irritable Lower Esophageal Sphincter. It is most strongly associated with gastroesophageal reflux disease (GERD).",False,1.27,False,N/A
-3.0,Which pathologic functions is mesalamine most strongly associated with?,Inflammation; 2016,", Mesalamine is most strongly associated with the pathologic function of reducing inflammation in the gastrointestinal tract, particularly in the treatment of inflammatory bowel disease (IBD) such as ulcerative colitis and Crohn's disease.",False,1.25,False,N/A
-3.0,Which diseases or conditions is SmN protein most strongly associated with?,Spinal Muscular Atrophy; 2016,", SmN protein is most strongly associated with Spinal Muscular Atrophy (SMA).",False,1.26,False,N/A
-3.0,"Which diseases or conditions is Glycosylation End Products, Advanced most strongly associated with?",Diabetes; 2016,", Advanced Glycosylation End Products (AGEs) are most strongly associated with Diabetes Mellitus, particularly Type 2 Diabetes.",False,1.27,False,N/A
-3.0,Which diseases or conditions is Reactive Oxygen Species most strongly associated with?,Disease; 2016,", Reactive Oxygen Species (ROS) are most strongly associated with:

* Cancer
* Atherosclerosis
* Neurodegenerative diseases (e.g. Alzheimer's, Parkinson's)
* Aging
* Inflammation
* Oxidative stress-related disorders (e.g. diabetes, arthritis)
* Cardiovascular disease",False,1.29,False,N/A
-3.0,Which medical entities is Reactive Oxygen Species most strongly associated with?,Oxidative Stress; 2016,", Reactive Oxygen Species (ROS) are most strongly associated with Oxidative Stress.",False,1.23,False,N/A
-3.0,Which diseases or conditions is connexin 26 most strongly associated with?,Deafness; 2016,", Connexin 26 is most strongly associated with hearing loss, particularly non-syndromic hearing loss, and also with skin disorders such as palmoplantar keratoderma and ichthyosis.",False,1.37,False,N/A
-3.0,Which diseases or conditions is PPAR alpha most strongly associated with?,Atherosclerosis; 2016,", PPAR alpha (Peroxisome Proliferator-Activated Receptor alpha) is most strongly associated with lipid metabolism and fatty acid oxidation. It plays a key role in regulating genes involved in:

1. Lipolysis: breaking down fats into fatty acids and glycerol
2. Fatty acid oxidation: burning fatty acids for energy
3. Lipid transport: regulating the transport of lipids in the bloodstream

Diseases or conditions associated with PPAR alpha include:",False,1.28,False,N/A
-3.0,Which diseases or conditions is Mycobacterium marinum most strongly associated with?,Infection; 2016,", Mycobacterium marinum is most strongly associated with a skin infection known as ""swimming pool granuloma"" or ""fish tank granuloma.""",False,1.19,False,N/A
-3.0,Which diseases or conditions is Bradykinesia most strongly associated with?,Parkinson Disease; 2016,Parkinson's disease.,False,1.21,False,N/A
-3.0,Which diseases or conditions is Multi-Drug Resistance most strongly associated with?,Tuberculosis; 2016,", Multi-Drug Resistance (MDR) is most strongly associated with Tuberculosis (TB).",False,1.14,False,N/A
-3.0,Which diseases or conditions is Molecular Chaperones most strongly associated with?,Alzheimer's Disease; 2016,", Molecular chaperones are most strongly associated with neurodegenerative diseases, such as Alzheimer's disease, Parkinson's disease, Huntington's disease, and Amyotrophic Lateral Sclerosis (ALS).",False,1.19,False,N/A
-3.0,Which diseases or conditions is Cyclin-Dependent Kinase 5 most strongly associated with?,Alzheimer's Disease; 2016,", Cyclin-Dependent Kinase 5 (CDK5) is most strongly associated with neurodegenerative diseases, particularly Alzheimer's disease, Parkinson's disease, and Amyotrophic Lateral Sclerosis (ALS).",False,1.14,False,N/A
-3.0,"Which diseases or conditions is Receptor, Serotonin, 5-HT2B most strongly associated with?",Pulmonary arterial hypertension; 2016,", the Receptor, Serotonin, 5-HT2B is most strongly associated with Pulmonary Arterial Hypertension (PAH).",False,1.25,False,N/A
-3.0,Which diseases or conditions is alpha-Synuclein most strongly associated with?,Disease; 2016,Parkinson's disease.,False,1.46,False,N/A
-3.0,Which diseases or conditions is alpha-Synuclein most strongly associated with?,Parkinson Disease; 2016,Parkinson's disease.,False,1.46,False,N/A
-3.0,Which diseases or conditions is Leptin most strongly associated with?,Obesity; 2016,", Leptin is most strongly associated with obesity, particularly with obesity-related conditions such as insulin resistance, type 2 diabetes, and metabolic syndrome.",False,1.26,False,N/A
-3.0,Which diseases or conditions is Leptin|LEP most strongly associated with?,Obesity; 2016,", Leptin (LEP) is most strongly associated with obesity, particularly with obesity-related metabolic disorders such as insulin resistance, type 2 diabetes, and metabolic syndrome.",False,1.26,False,N/A
-3.0,Which diseases or conditions is Immune response most strongly associated with?,Autoimmune Diseases; 2016,", Autoimmune diseases.",False,2.15,False,N/A
-3.0,Which diseases or conditions is Immune response most strongly associated with?,Disease; 2016,", Autoimmune diseases.",False,2.15,False,N/A
-3.0,Which diseases or conditions is Immune response most strongly associated with?,Multiple Sclerosis; 2016,", Autoimmune diseases.",False,2.15,False,N/A
-3.0,Which diseases or conditions is Iron most strongly associated with?,Disease; 2016,"iron is most strongly associated with:

1. Anemia: a condition characterized by a lack of enough healthy red blood cells to carry adequate oxygen to the body's tissues.
2. Iron deficiency: a condition where the body does not have enough iron to produce hemoglobin, a protein in red blood cells that carries oxygen.
3. Hemochromatosis: a genetic disorder where the body absorbs too much iron from food, leading to iron overload.
4. Iron overload: a condition where the body",False,1.19,False,N/A
-3.0,Which diseases or conditions is Physical findings most strongly associated with?,Disease; 2016,", I don't see a specific question about a disease or condition. Could you please provide more context or clarify which disease or condition you are referring to?",False,1.32,False,N/A
-3.0,Which diseases or conditions is Infectious agent most strongly associated with?,Disease; 2016,", I don't see an infectious agent mentioned. Could you please provide the name of the infectious agent you are referring to?",False,1.36,False,N/A
-3.0,Which diseases or conditions is Campylobacter concisus most strongly associated with?,Inflammatory Bowel Diseases; 2016,", Campylobacter concisus is most strongly associated with gastrointestinal diseases, particularly inflammatory bowel disease (IBD) and irritable bowel syndrome (IBS).",False,1.23,False,N/A
-3.0,Which diseases or conditions is Interleukin-17 most strongly associated with?,Autoimmune Diseases; 2016,", Interleukin-17 (IL-17) is most strongly associated with autoimmune diseases, particularly those involving the skin and joints.",False,1.32,False,N/A
-3.0,Which diseases or conditions is Intelligence quotient most strongly associated with?,Syndrome; 2016,", Intelligence quotient (IQ) is most strongly associated with Alzheimer's disease, Parkinson's disease, and Huntington's disease.",False,1.41,False,N/A
-3.0,Which diseases or conditions is Probiotics most strongly associated with?,Ulcerative Colitis; 2016,", Probiotics are most strongly associated with the following diseases or conditions:

1. Irritable Bowel Syndrome (IBS)
2. Inflammatory Bowel Disease (IBD), including Crohn's disease and ulcerative colitis
3. Diarrhea, especially antibiotic-associated diarrhea and traveler's diarrhea
4. Lactose intolerance
5. Allergies, particularly food allergies and atopic dermatitis
6. Obesity and weight management
7. Mental health conditions, such as",False,1.22,False,N/A
-3.0,Which diseases or conditions is Probiotics most strongly associated with?,Irritable Bowel Syndrome; 2016,", Probiotics are most strongly associated with the following diseases or conditions:

1. Irritable Bowel Syndrome (IBS)
2. Inflammatory Bowel Disease (IBD), including Crohn's disease and ulcerative colitis
3. Diarrhea, especially antibiotic-associated diarrhea and traveler's diarrhea
4. Lactose intolerance
5. Allergies, particularly food allergies and atopic dermatitis
6. Obesity and weight management
7. Mental health conditions, such as",False,1.22,False,N/A
-3.0,Which diseases or conditions is Heme Oxygenase-1 most strongly associated with?,Disease; 2016,", Heme Oxygenase-1 (HO-1) is most strongly associated with oxidative stress, inflammation, and various diseases, including:

1. Atherosclerosis
2. Cancer (e.g., lung, breast, colon, and prostate cancer)
3. Neurodegenerative diseases (e.g., Alzheimer's, Parkinson's, and Huntington's)
4. Cardiovascular disease
5. Diabetes
6. Kidney disease (e.g., diabetic nephropathy and kidney fibrosis)",False,1.25,False,N/A
-3.0,Which diseases or conditions is hybrid antibody most strongly associated with?,Disease; 2016,", Hybrid antibodies are most strongly associated with Multiple Myeloma, a type of blood cancer.",False,1.41,False,N/A
-3.0,Which diseases or conditions is receptor most strongly associated with?,Disease; 2016,", I don't see a specific receptor mentioned in your question. Could you please provide more context or specify which receptor you are referring to?",False,1.27,False,N/A
-3.0,"Which diseases or conditions is APP protein, human most strongly associated with?",Alzheimer's Disease; 2016,Alzheimer's disease.,False,1.38,False,N/A
-3.0,Which pathologic functions is Toll-like receptors most strongly associated with?,innate immune response; 2016,", Toll-like receptors (TLRs) are most strongly associated with the innate immune response.",False,1.21,False,N/A
-3.0,Which diseases or conditions is Immunoregulation most strongly associated with?,Autoimmune Diseases; 2016,", Immunoregulation is most strongly associated with autoimmune diseases.",False,1.3,False,N/A
-3.0,Which diseases or conditions is STK11 gene|STK11 most strongly associated with?,Peutz-Jeghers Syndrome; 2016,", the STK11 gene is most strongly associated with Peutz-Jeghers syndrome (PJS), a rare genetic disorder characterized by the growth of polyps in the gastrointestinal tract and an increased risk of certain cancers.",False,1.12,False,N/A
-3.0,Which diseases or conditions is Mitogen-Activated Protein Kinases most strongly associated with?,Atherosclerosis; 2016,", Mitogen-Activated Protein Kinases (MAPKs) are a family of enzymes that play a crucial role in various cellular processes, including cell proliferation, differentiation, survival, and death. They are most strongly associated with the following diseases and conditions:

1. Cancer: MAPK signaling pathways are often dysregulated in various types of cancer, including melanoma, breast cancer, lung cancer, and colon cancer.
2. Neurodegenerative diseases: MAPKs are involved in the pathogenesis",False,1.19,False,N/A
-3.0,Which diseases or conditions is bevacizumab most strongly associated with?,Colorectal Cancer; 2016,", Bevacizumab is most strongly associated with the treatment of certain types of cancer, particularly colorectal cancer, breast cancer, lung cancer, and glioblastoma.",False,1.26,False,N/A
-3.0,Which diseases or conditions is LYN gene|LYN most strongly associated with?,Chronic Lymphocytic Leukemia; 2016,", the LYN gene is most strongly associated with B-cell chronic lymphocytic leukemia (B-CLL) and other B-cell lymphomas.",False,1.35,False,N/A
-3.0,Which diseases or conditions is Hyaluronan most strongly associated with?,Disease; 2016,", Hyaluronan (also known as hyaluronic acid) is most strongly associated with the following diseases or conditions:

1. Osteoarthritis: Hyaluronan is a key component of synovial fluid, which lubricates joints and helps reduce friction between cartilage and bone.
2. Osteochondritis dissecans: A joint condition where a piece of cartilage, along with a thin layer of the bone beneath it, comes loose from the end of a",False,1.24,False,N/A
-3.0,Which diseases or conditions is neurosteroids most strongly associated with?,Alzheimer's Disease; 2016,", Neurosteroids are a class of endogenous steroids that are synthesized in the brain and have a variety of functions, including modulating neuronal excitability, synaptic plasticity, and neuroprotection. They are most strongly associated with the following diseases or conditions:

1. **Alzheimer's disease**: Neurosteroids, such as allopregnanolone, have been shown to have neuroprotective effects and may help to reduce the progression of Alzheimer's disease.
2. **Epilepsy",False,1.36,False,N/A
-3.0,Which diseases or conditions is MSH2 gene|MSH2 most strongly associated with?,Syndrome; 2016,", the MSH2 gene is most strongly associated with Lynch syndrome, also known as hereditary nonpolyposis colorectal cancer (HNPCC).",False,1.16,False,N/A
-3.0,Which diseases or conditions is Magnetite most strongly associated with?,Alzheimer's Disease; 2016,", Magnetite is a type of iron oxide (Fe3O4) that is often associated with certain diseases and conditions due to its magnetic properties. Some of the conditions most strongly associated with magnetite include:

1. Hemochromatosis: A genetic disorder that causes the body to absorb too much iron, leading to the accumulation of iron deposits in various organs, including the liver, pancreas, and heart.
2. Hematoma: A collection of blood outside of blood vessels that can",False,1.37,False,N/A
-3.0,Which diseases or conditions is interleukin-19 most strongly associated with?,Arthritis; 2016,", Interleukin-19 (IL-19) is most strongly associated with autoimmune diseases, particularly rheumatoid arthritis, lupus, and inflammatory bowel disease.",False,1.27,False,N/A
-3.0,Which diseases or conditions is beta-site APP cleaving enzyme 1|BACE1 most strongly associated with?,Alzheimer's Disease; 2016,", BACE1 is most strongly associated with Alzheimer's disease.",False,1.19,False,N/A
-3.0,Which diseases or conditions is hepcidin most strongly associated with?,Anemia; 2016,"iron overload, hemochromatosis, and anemia of chronic disease.",False,1.42,False,N/A
-3.0,Which diseases or conditions is hepcidin most strongly associated with?,Anemia of chronic disease; 2016,Hepcidin is most strongly associated with iron overload and anemia of chronic disease.,False,1.25,False,N/A
-3.0,Which diseases or conditions is MicroRNAs most strongly associated with?,Disease; 2016,", MicroRNAs (miRNAs) are small non-coding RNAs that play a crucial role in regulating gene expression. They are involved in various diseases and conditions, but some of the most significant associations include:

1. **Cancer**: miRNAs are often dysregulated in various types of cancer, including breast, lung, colon, and prostate cancer. They can act as oncogenes or tumor suppressors, depending on their target genes.
2. **Neurodegenerative",False,1.19,False,N/A
-3.0,Which diseases or conditions is MicroRNAs most strongly associated with?,Heart failure; 2016,", MicroRNAs (miRNAs) are small non-coding RNAs that play a crucial role in regulating gene expression. They are involved in various diseases and conditions, but some of the most significant associations include:

1. **Cancer**: miRNAs are often dysregulated in various types of cancer, including breast, lung, colon, and prostate cancer. They can act as oncogenes or tumor suppressors, depending on their target genes.
2. **Neurodegenerative",False,1.19,False,N/A
-3.0,Which diseases or conditions is Pathogenicity most strongly associated with?,Disease; 2016,", Pathogenicity is most strongly associated with infectious diseases.",False,1.3,False,N/A
-3.0,Which diseases or conditions is humoral defense mechanism (sensu Vertebrata) most strongly associated with?,Disease; 2016,", the humoral defense mechanism is most strongly associated with the immune system of Vertebrata, particularly with the production of antibodies by B cells in the lymphoid organs, such as the spleen and lymph nodes.",False,1.54,False,N/A
-3.0,Which diseases or conditions is killer immunoglobulin-like receptor most strongly associated with?,Multiple Sclerosis; 2016,", Killer cell immunoglobulin-like receptors (KIRs) are most strongly associated with autoimmune diseases, particularly those involving the immune system, such as:

1. Autoimmune hemolytic anemia
2. Autoimmune thrombocytopenia
3. Type 1 diabetes
4. Rheumatoid arthritis
5. Multiple sclerosis

KIRs are also associated with an increased risk of infections, particularly viral infections, in individuals with certain genetic variations.",False,1.35,False,N/A
-3.0,Which diseases or conditions is CDX2 gene|CDX2 most strongly associated with?,Colorectal Cancer; 2016,", CDX2 is most strongly associated with intestinal-type adenocarcinomas, particularly colorectal cancer.",False,1.48,False,N/A
-3.0,Which diseases or conditions is COL1A1 gene|COL1A1 most strongly associated with?,Osteogenesis Imperfecta; 2016,", the COL1A1 gene is most strongly associated with Osteogenesis imperfecta (OI), a genetic disorder characterized by brittle bones, blue sclera, and hearing loss.",False,1.28,False,N/A
-3.0,Which diseases or conditions is COL1A2 gene|COL1A2 most strongly associated with?,Osteogenesis Imperfecta; 2016,", the COL1A2 gene is most strongly associated with Osteogenesis imperfecta type II, a severe form of brittle bone disease.",False,1.31,False,N/A
-3.0,Which diseases or conditions is IL6 gene|IL6 most strongly associated with?,Rheumatoid Arthritis; 2016,", the IL6 gene is most strongly associated with Castleman disease, multiple myeloma, and autoimmune disorders such as rheumatoid arthritis and lupus.",False,1.34,False,N/A
-3.0,Which diseases or conditions is MGMT gene|MGMT most strongly associated with?,Astrocytoma; 2016,", the MGMT gene is most strongly associated with Glioblastoma, a type of brain cancer, and also with certain types of brain tumors, such as astrocytomas and oligodendrogliomas.",False,1.36,False,N/A
-3.0,Which diseases or conditions is MGMT gene|MGMT most strongly associated with?,Glioblastoma; 2016,", the MGMT gene is most strongly associated with Glioblastoma, a type of brain cancer, and also with certain types of brain tumors, such as astrocytomas and oligodendrogliomas.",False,1.36,False,N/A
-3.0,Which diseases or conditions is APP gene most strongly associated with?,Alzheimer's Disease; 2016,", the APP gene is most strongly associated with Alzheimer's disease.",False,1.26,False,N/A
-3.0,Which diseases or conditions is APP gene most strongly associated with?,Disease; 2016,", the APP gene is most strongly associated with Alzheimer's disease.",False,1.25,False,N/A
