Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-1.5,"In a biomedical context, what is the relationship between Nodularia and proteins via PRODUCES?",nodularin (Blocked Info); 2010,"In a biomedical context, Nodularia is a genus of cyanobacteria, and PRODUCES is a keyword related to the production of certain compounds. 

Nodularia produces hepatotoxins, specifically nodularin, which is a cyclic peptide.",False,1.37,False,N/A
-1.5,"In a biomedical context, what is the relationship between strand displacement and active substances via PRODUCES?",DNA (Blocked Info); 2010,"In a biomedical context, strand displacement is a process where a single-stranded DNA or RNA molecule is displaced by another single-stranded molecule, often in the presence of an enzyme or other catalyst. 

Active substances via PRODUCES (a type of enzyme) can facilitate this process by breaking the hydrogen bonds between the nucleotides in the original strand, allowing the new strand to bind and displace the original one.",False,1.43,False,N/A
-1.5,"In a biomedical context, what is the relationship between Base Excision Repair and active substances via PRODUCES?",DNA (Blocked Info); 2010,"In a biomedical context, Base Excision Repair (BER) is a DNA repair pathway that removes damaged bases from DNA, and active substances that produce reactive oxygen species (ROS) can lead to DNA damage that is repaired by BER.

In other words, the relationship is that active substances that produce ROS can cause DNA damage, which is then repaired by the Base Excision Repair pathway.",False,1.3,False,N/A
-1.5,"In a biomedical context, what is the relationship between mRNA cleavage and active substances via PRODUCES?",RNA (Blocked Info); 2010,"In a biomedical context, mRNA cleavage is a process that can be mediated by various enzymes, including those involved in the production of active substances. However, I couldn't find any information on a specific relationship between mRNA cleavage and active substances via ""PRODUCES"".

It's possible that you may be thinking of ""proteases"", which are enzymes that cleave peptide bonds in proteins, leading to the production of active substances. Alternatively, you may be thinking of ""proteolytic",False,1.41,False,N/A
-1.5,"In a biomedical context, what is the relationship between osteoclast differentiation and immunologic factors via PRODUCES?",Macrophage Colony-Stimulating Factor (Blocked Info); 2010,"In a biomedical context, osteoclast differentiation is influenced by immunologic factors through the production of RANKL (Receptor Activator of NF-κB Ligand) and M-CSF (Macrophage Colony-Stimulating Factor) by immune cells, such as T cells and dendritic cells.",False,1.18,False,N/A
-1.5,"In a biomedical context, what is the relationship between Cellulases and active substances via PRODUCES?",Glucose (Blocked Info); 2010,"In a biomedical context, Cellulases are enzymes that break down cellulose, a complex carbohydrate, into simpler sugars. The relationship between Cellulases and active substances via PRODUCES is that Cellulases PRODUCES glucose and other simple sugars from cellulose.",False,1.23,False,N/A
-1.5,"In a biomedical context, what is the relationship between Entire trabecular meshwork and medical entities via PRODUCES?",Aqueous Humor (Blocked Info); 2010,"In a biomedical context, the trabecular meshwork (TM) is a spongy tissue in the eye that produces aqueous humor outflow, which is a critical process for maintaining normal intraocular pressure (IOP). 

The trabecular meshwork produces aqueous humor outflow via the following medical entities:

1. Schlemm's canal: The TM produces aqueous humor into Schlemm's canal, a circular channel that collects the fluid.
2. Collector channels: The",False,1.36,False,N/A
-1.5,"In a biomedical context, what is the relationship between ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2 and proteins via PRODUCES?",Proteins (Blocked Info); 2010,"I don't have information on the relationship between ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2 (ATP8A2) and proteins via PRODUCES.",False,1.07,False,N/A
-1.5,"In a biomedical context, what is the relationship between Rat Cell Line and proteins via PRODUCES?",Proteins (Blocked Info); 2010,"In a biomedical context, the relationship between a Rat Cell Line and proteins via PRODUCES is that the Rat Cell Line PRODUCES proteins.",False,1.16,False,N/A
-1.5,"In a biomedical context, what is the relationship between Therapeutic procedure and medical entities via SAME_AS?",Therapeutic procedure (Blocked Info); 2010,"In a biomedical context, SAME_AS is a relationship type that indicates a therapeutic procedure is used to treat a medical entity, such as a disease or condition.",False,1.48,False,N/A
-1.5,Which genes does EDIL3 stimulate?,Genes (Blocked Info); 2010,"EDIL3 (Ectodermal dysplasia 1 with dermatological, dental, and eye defects) is a gene that encodes a protein involved in the regulation of cell adhesion and cell-cell interactions. It stimulates the expression of genes involved in cell adhesion, such as:

* N-cadherin (CDH1)
* P-cadherin (CDH3)
* Integrin beta 1 (ITGB1)
* Integrin beta 3 (IT",False,1.47,False,N/A
-1.5,Which cell types does CDKN1A stimulate?,Cells (Blocked Info); 2010,"CDKN1A, also known as p21, is a cyclin-dependent kinase inhibitor that stimulates the cell cycle arrest in G1 phase. It stimulates the following cell types:

* Quiescent cells to enter the cell cycle
* Cells to exit the cell cycle and enter a quiescent state
* Cells to undergo differentiation
* Cells to undergo apoptosis (programmed cell death) in response to DNA damage

It does this by inhibiting the activity of cyclin-dependent kinases,",False,1.37,False,N/A
-1.5,Which genes does NLRP3 stimulate?,Interleukin-1 beta (Blocked Info); 2010,"NLRP3 (NACHT, LRR, and PYD domains-containing protein 3) is a protein that activates the inflammasome, a multiprotein complex that plays a key role in the innate immune response. When activated, NLRP3 stimulates the production of pro-inflammatory cytokines, including:

1. IL-1β (Interleukin-1 beta)
2. IL-18 (Interleukin-18)

These cytokines are involved in the",False,1.1,False,N/A
-1.5,Which cell types does NLRP3 stimulate?,macrophage (Blocked Info); 2010,"NLRP3 (NACHT, LRR, and PYD domains-containing protein 3) is a protein that activates the inflammasome, a multiprotein complex that plays a key role in the innate immune response. NLRP3 stimulates the following cell types:

1. Macrophages
2. Dendritic cells
3. Neutrophils
4. Microglia (in the brain)
5. Fibroblasts

These cells are activated to produce",False,1.16,False,N/A
-1.5,Which cell types does EPHB2|MAPK1 stimulate?,Cells (Blocked Info); 2010,"EPHB2 and MAPK1 stimulate various cell types, but they are known to play a role in the regulation of:

* Endothelial cells: EPHB2 is a receptor tyrosine kinase that is involved in angiogenesis and vascular development, and MAPK1 is involved in signaling pathways that regulate endothelial cell proliferation and migration.
* Neuronal cells: EPHB2 and MAPK1 are also involved in the regulation of neuronal development and plasticity, including the regulation",False,1.39,False,N/A
-1.5,Which cell types does FOXC2 stimulate?,Fibroblasts (Blocked Info); 2010,"FOXC2 is a transcription factor that stimulates the development and growth of various cell types, including:

1. Endothelial cells: involved in blood vessel formation and angiogenesis.
2. Epithelial cells: found in various tissues, including the skin, lung, and kidney.
3. Mesenchymal cells: a type of connective tissue cell that gives rise to various cell types, including osteoblasts (bone cells) and chondrocytes (cartilage cells).",False,1.27,False,N/A
-1.5,Which cell types does TARDBP stimulate?,Cells (Blocked Info); 2010,TARDBP (TAR DNA-binding protein 43) stimulates microglial cells.,False,1.25,False,N/A
-1.5,Which genes does GABPA|NFE2L2 stimulate?,Genes (Blocked Info); 2010,"GABPA (GA-binding protein transcription factor, alpha subunit) and NFE2L2 (nuclear factor, erythroid 2-like 2) are two transcription factors that often interact and regulate the expression of various genes.

GABPA and NFE2L2 form a heterodimer that stimulates the expression of genes involved in:

1. Antioxidant response: Nrf2 (NFE2L2) is a key regulator of the antioxidant response element (ARE",False,1.28,False,N/A
-1.5,Which active substances does NOX1 stimulate?,Reactive Oxygen Species (Blocked Info); 2010,NOX1 stimulates the production of reactive oxygen species (ROS) and superoxide anion (O2-).,False,1.42,False,N/A
-1.5,Which cell types does PGP stimulate?,Cells (Blocked Info); 2010,"PGP (P-glycoprotein) stimulates various cell types, but primarily it is known to stimulate:

1. Neurons: PGP is involved in the efflux of various neurotransmitters, such as dopamine, serotonin, and norepinephrine, from neurons.
2. Cancer cells: PGP is often overexpressed in cancer cells, which can lead to multidrug resistance by pumping out chemotherapeutic agents.
3. Epithelial cells: PGP is also found in",False,1.31,False,N/A
-1.5,Which active substances does APOA1 stimulate?,Cholesterol (Blocked Info); 2010,APOA1 (Apolipoprotein A1) stimulates the production of LCAT (Lecithin-Cholesterol Acyltransferase) and ABCA1 (ATP-binding cassette transporter A1).,False,1.13,False,N/A
-1.5,Which cell types does IGBP1 stimulate?,Cells (Blocked Info); 2010,"IGBP1 (Insulin-like Growth Factor Binding Protein 1) stimulates the growth and differentiation of various cell types, including:

* Chondrocytes (cartilage cells)
* Osteoblasts (bone cells)
* Fibroblasts (connective tissue cells)
* Myoblasts (muscle precursor cells)
* Epithelial cells (skin and other epithelial tissues)

IGFBP1 can also inhibit the growth of certain cell types, such as smooth muscle",False,1.29,False,N/A
-1.5,Which genes does KCNN4 stimulate?,Potassium Channel (Blocked Info); 2010,"KCNN4 is a gene that encodes for a potassium channel, specifically a small conductance calcium-activated potassium channel. It stimulates the expression of genes involved in various cellular processes, including:

1. Cell proliferation: KCNN4 has been shown to regulate cell proliferation by modulating the activity of the PI3K/AKT signaling pathway.
2. Apoptosis: KCNN4 can also regulate apoptosis (programmed cell death) by influencing the activity of pro-apoptotic and anti-ap",False,1.35,False,N/A
-1.5,Which cell types does STS|PYCARD stimulate?,macrophage (Blocked Info); 2010,"STS (Serine Threonine Specific) or PYCARD (PYD and CARD domain-containing protein) stimulates the activation of the NLRP3 inflammasome in immune cells, particularly in macrophages and dendritic cells.",False,1.38,False,N/A
-1.5,Which active substances does OGG1 stimulate?,Guanine (Blocked Info); 2010,"OGG1 (8-oxoguanine DNA glycosylase 1) is an enzyme that stimulates the repair of 8-oxoguanine, a type of DNA damage caused by oxidative stress.",False,1.13,False,N/A
-1.5,Which enzymes does PLP1|PTHLH|PRDX5|PDXP stimulate?,Enzymes (Blocked Info); 2010,"The enzymes that PLP1, PTHLH, PRDX5, and PDXP stimulate are involved in different metabolic pathways. 

- PLP1 (Pyridoxal phosphate-dependent enzyme) is a coenzyme for several enzymes, including transaminases, decarboxylases, and racemases.
- PTHLH (Pterin-4-alpha-carbinolamine dehydratase) is involved in the biosynthesis of tetrahydrobiopterin",False,1.29,False,N/A
-1.5,Which genes does TLR9 stimulate?,cytokine (Blocked Info); 2010,"TLR9 stimulates the genes that encode for pro-inflammatory cytokines, such as IL-6, IL-12, and TNF-alpha, as well as type I interferons (IFN-alpha and IFN-beta).",False,1.27,False,N/A
-1.5,Which cell types does POU5F1 stimulate?,Pluripotent Stem Cells (Blocked Info); 2010,"POU5F1, also known as Oct4, is a transcription factor that stimulates the expression of genes involved in self-renewal and pluripotency in embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs).",False,1.16,False,N/A
-1.5,Which medical entities does PRKAA1|PRKAA2|PRKAB1 stimulate?,fatty acid oxidation (Blocked Info); 2010,"PRKAA1, PRKAA2, and PRKAB1 are genes that encode for subunits of the AMP-activated protein kinase (AMPK) complex. AMPK is a key regulator of cellular energy homeostasis and stimulates various downstream targets involved in:

1. Glucose uptake and metabolism
2. Fatty acid oxidation
3. Glycolysis
4. Lipid synthesis
5. Autophagy
6. Mitochondrial biogenesis
7. Inhibition",False,1.24,False,N/A
-1.5,Which cell types does CCR2 stimulate?,monocyte (Blocked Info); 2010,"CCR2 (Chemokine (C-C motif) receptor 2) stimulates monocytes, macrophages, and T cells.",False,1.18,False,N/A
-1.5,Which cell types does CAMP stimulate?,Cells (Blocked Info); 2010,"CAMP (cyclic adenosine monophosphate) stimulates various cell types, but primarily it stimulates:

1. Adrenal medullary cells (adrenal glands)
2. Pancreatic beta cells (islets of Langerhans)
3. Smooth muscle cells (relaxation)
4. Cardiac muscle cells (increased contractility)
5. Hepatocytes (liver cells)",False,1.38,False,N/A
-1.5,Which cell types does PPM1D stimulate?,Cells (Blocked Info); 2010,"PPM1D (Wip1) is a phosphatase that stimulates the cell cycle and proliferation in various cell types, including:

1. Cancer cells: PPM1D is often overexpressed in various types of cancer, including breast, lung, and ovarian cancer, and promotes tumor growth and survival.
2. Stem cells: PPM1D has been shown to regulate the self-renewal and proliferation of stem cells, including embryonic stem cells and induced pluripotent stem",False,1.27,False,N/A
-1.5,Which cell types does PROM1 stimulate?,Cells (Blocked Info); 2010,"PROM1 (Prominin 1) is a protein that is specifically expressed on the surface of hematopoietic stem cells and progenitor cells, particularly in the bone marrow. It stimulates the proliferation and maintenance of these cells.",False,1.37,False,N/A
-1.5,Which cell types does CD1D stimulate?,Cells (Blocked Info); 2010,CD1d stimulates invariant natural killer T (iNKT) cells.,False,1.17,False,N/A
-1.5,Which cell types does CD68 stimulate?,macrophage (Blocked Info); 2010,CD68 is a marker for macrophages and monocytes. It stimulates these cell types.,False,1.32,False,N/A
-1.5,Which genes does Acetylcholine stimulate?,receptor (Blocked Info); 2010,"Acetylcholine stimulates the following genes:

1. AChR (Acetylcholine Receptor) genes, specifically the CHRNA1, CHRNB1, CHRND, CHRNE, and CHRNG genes.
2. The genes involved in the regulation of gene expression, such as the CREB (cAMP response element-binding protein) gene, which is activated by the cAMP/PKA signaling pathway triggered by acetylcholine binding to its receptors.

Additionally, acetylcholine",False,1.36,False,N/A
-1.5,Which genes does Adenosine Monophosphate stimulate?,PROTEIN KINASE (Blocked Info); 2010,"Adenosine Monophosphate (AMP) is a molecule that plays a role in various cellular processes, including energy transfer and signaling. It stimulates the activity of several genes, including:

1. AMP-activated protein kinase (AMPK) gene: AMP binds to AMPK, activating it and initiating a cascade of downstream effects that help regulate energy metabolism.
2. Phosphofructokinase-1 (PFK-1) gene: AMP activates PFK-1, an enzyme involved",False,1.33,False,N/A
-1.5,Which genes does Ethanol stimulate?,Genes (Blocked Info); 2010,Ethanol stimulates the genes that code for the enzyme alcohol dehydrogenase (ADH) and aldehyde dehydrogenase (ALDH).,False,1.33,False,N/A
-1.5,Which genes does Aldosterone stimulate?,Mineralocorticoid Receptor (Blocked Info); 2010,"Aldosterone stimulates the genes that encode for:

1. Sodium-potassium ATPase (Na+/K+-ATPase)
2. Epithelial sodium channel (ENaC)
3. Mineralocorticoid receptor (MR)
4. Aldosterone synthase (CYP11B2)

These genes are involved in sodium and potassium balance, water balance, and blood pressure regulation.",False,1.28,False,N/A
-1.5,Which cell types does Monoclonal Antibodies stimulate?,Cells (Blocked Info); 2010,Monoclonal antibodies stimulate B cells.,False,1.16,False,N/A
-1.5,Which genes does Antigens stimulate?,T-Cell Receptor (Blocked Info); 2010,Antigens stimulate B cells and T cells.,False,1.26,False,N/A
-1.5,Which genes does Antigens stimulate?,T-Cell Receptor|TRBV20OR9-2 (Blocked Info); 2010,Antigens stimulate B cells and T cells.,False,1.26,False,N/A
-1.5,Which genes does Antitoxins stimulate?,Genes (Blocked Info); 2010,"Antitoxins stimulate the genes that code for the production of antibodies, specifically the immunoglobulin genes (IGG, IGM, IGA, and IGM).",False,1.42,False,N/A
-1.5,Which genes does Arachidonic Acid stimulate?,Phospholipase (Blocked Info); 2010,"Arachidonic acid (AA) is an omega-6 fatty acid that stimulates the expression of several genes involved in various cellular processes. Some of the genes that are stimulated by arachidonic acid include:

1. COX-2 (Cyclooxygenase-2): an enzyme involved in the production of prostaglandins, which are pro-inflammatory mediators.
2. LOX (Lipoxygenase): an enzyme involved in the production of leukotrienes, which",False,1.16,False,N/A
-1.5,Which active substances does Arginine stimulate?,Nitric Oxide (Blocked Info); 2010,"Arginine stimulates the release of growth hormone, insulin, and nitric oxide.",False,1.3,False,N/A
-1.5,Which genes does Bacteriorhodopsins stimulate?,Proton Pump (Blocked Info); 2010,"Bacteriorhodopsin stimulates the gene that codes for the protein itself, which is a light-driven proton pump.",False,1.61,False,N/A
-1.5,Which active substances does C-Peptide stimulate?,Glucose (Blocked Info); 2010,"C-Peptide stimulates the uptake of glucose by cells, particularly in the muscles and adipose tissue, and also inhibits the breakdown of glycogen in the liver.",False,1.5,False,N/A
-1.5,Which cell types does Cadherins stimulate?,Cells (Blocked Info); 2010,Cadherins stimulate epithelial cells.,False,1.4,False,N/A
-1.5,Which active substances does Chitinase stimulate?,Chitin (Blocked Info); 2010,"Chitinase stimulates the production of cytokines, such as IL-1β, IL-6, and TNF-α, and also stimulates the production of nitric oxide (NO).",False,1.39,False,N/A
-1.5,Which cell types does Cholecystokinin stimulate?,Cells (Blocked Info); 2010,"Cholecystokinin (CCK) stimulates the following cell types:

1. Pancreatic acinar cells: to release digestive enzymes
2. Pancreatic duct cells: to release bicarbonate ions
3. Gallbladder smooth muscle cells: to contract and release bile
4. Ileal enterocytes: to release secretin and other hormones
5. Gastric smooth muscle cells: to slow gastric emptying
6. Gastric chief cells: to release p",False,1.25,False,N/A
-1.5,Which cell types does Chromatin stimulate?,Cells (Blocked Info); 2010,"Chromatin stimulates the activity of various cell types, including:

1. Stem cells: Chromatin remodeling helps to regulate the expression of genes involved in stem cell self-renewal and differentiation.
2. Immune cells: Chromatin modifications play a crucial role in the regulation of immune cell function, including the activation and suppression of immune responses.
3. Neurons: Chromatin remodeling is involved in the regulation of gene expression in neurons, which is essential for learning and memory.
4. Cancer cells",False,1.29,False,N/A
-1.5,Which genes does Cytokinins stimulate?,Genes (Blocked Info); 2010,"Cytokinins stimulate the genes involved in cell division and cell growth, particularly those involved in the G1 phase of the cell cycle.",False,1.35,False,N/A
-1.5,Which medical entities does Dexamethasone stimulate?,Glucocorticoids (Blocked Info); 2010,"Dexamethasone is a corticosteroid that stimulates the production of:

1. Glucocorticoids: It increases the production of glucocorticoids, which are essential for various bodily functions, including metabolism, immune response, and stress response.
2. Lipolysis: Dexamethasone stimulates the breakdown of fat (lipolysis) in adipose tissue, leading to increased levels of free fatty acids in the bloodstream.
3. Glycogenolysis: It",False,1.26,False,N/A
-1.5,Which genes does DNA-Binding Proteins stimulate?,Genes (Blocked Info); 2010,"DNA-binding proteins stimulate the expression of genes by binding to specific DNA sequences, typically near the promoter region of a gene. This binding can either activate or repress the transcription of the gene, depending on the type of protein and the context.",False,1.34,False,N/A
-1.5,Which genes does Endotoxins stimulate?,cytokine (Blocked Info); 2010,"Endotoxins stimulate the genes that encode for pro-inflammatory cytokines, such as TNF-alpha, IL-1 beta, and IL-6.",False,1.24,False,N/A
-1.5,Which proteins does Epoxide hydrolase stimulate?,Glutathione (Blocked Info); 2010,Epoxide hydrolase stimulates the production of glutathione S-transferase.,False,1.34,False,N/A
-1.5,Which genes does Estrogens stimulate?,Genes (Blocked Info); 2010,"Estrogens stimulate genes involved in:

1. Cell proliferation and growth
2. Differentiation and development
3. Lipid metabolism
4. Bone density maintenance
5. Brain function and behavior (e.g., mood regulation, cognitive function)
6. Uterine and breast tissue growth and maintenance

Some specific genes that are directly regulated by estrogens include:

* ERα (estrogen receptor alpha)
* ERβ (estrogen receptor beta)
* PR (progesterone receptor",False,1.38,False,N/A
-1.5,Which genes does Factor Xa stimulate?,Prothrombin (Blocked Info); 2010,"Factor Xa stimulates the genes involved in coagulation, particularly those involved in the coagulation cascade, including:

* Tissue factor (TF)
* Factor VII
* Factor IX
* Factor X
* Prothrombin (Factor II)
* Fibrinogen (Factor I)

It also stimulates the expression of tissue factor pathway inhibitor (TFPI) to regulate its own activity.",False,1.36,False,N/A
-1.5,Which enzymes does Flavin-Adenine Dinucleotide stimulate?,Enzymes (Blocked Info); 2010,"Flavin-Adenine Dinucleotide (FAD) is a coenzyme that stimulates several enzymes, including:

1. Succinate dehydrogenase (Complex II)
2. Xanthine oxidase
3. D-amino acid oxidase
4. L-amino acid oxidase
5. Monoamine oxidase

These enzymes are involved in various metabolic pathways, including the citric acid cycle, purine metabolism, and amino acid metabolism.",False,1.24,False,N/A
-1.5,Which genes does Flagellin stimulate?,Toll-Like Receptor 5 (Blocked Info); 2010,"Flagellin, a protein found in bacterial flagella, stimulates the Toll-like receptor 5 (TLR5) gene.",False,1.2,False,N/A
-1.5,Which genes does Flavins stimulate?,Oxygenases (Blocked Info); 2010,"Flavins, specifically riboflavin (vitamin B2), is a coenzyme for several enzymes, including:

1. Flavin mononucleotide (FMN) and flavin adenine dinucleotide (FAD) are involved in the electron transport chain and energy production.
2. Dihydrofolate reductase (DHFR), which is involved in the synthesis of tetrahydrofolate, a precursor to nucleic acids.
3. Xanthine oxid",False,1.35,False,N/A
-1.5,Which genes does Fludrocortisone stimulate?,Mineralocorticoid Receptor (Blocked Info); 2010,"Fludrocortisone stimulates the genes that encode for the production of aldosterone, which is a hormone involved in sodium and potassium balance in the body.",False,1.59,False,N/A
-1.5,Which medical entities does Fluoxetine stimulate?,Serotonin (Blocked Info); 2010,"Fluoxetine, an SSRI (Selective Serotonin Reuptake Inhibitor), primarily stimulates the release of serotonin (5-HT) in the brain.",False,1.19,False,N/A
-1.5,Which genes does Fluoxetine stimulate?,serotonin transporter (Blocked Info); 2010,"Fluoxetine, a selective serotonin reuptake inhibitor (SSRI), primarily stimulates the genes involved in the serotonin signaling pathway. Specifically, it increases the expression of genes that encode for proteins involved in the synthesis, release, and signaling of serotonin, such as:

1. BDNF (Brain-Derived Neurotrophic Factor): involved in neuronal growth and survival
2. SERT (Serotonin Transporter): responsible for the reuptake of serotonin into the presynaptic neuron",False,1.27,False,N/A
-1.5,Which cell types does gamma-Aminobutyric Acid stimulate?,Neurons (Blocked Info); 2010,"Gamma-Aminobutyric Acid (GABA) is an inhibitory neurotransmitter that primarily stimulates GABA receptors on inhibitory interneurons and GABAergic neurons, which in turn inhibit the activity of other neurons.",False,1.35,False,N/A
-1.5,Which cell types does Heat shock proteins stimulate?,macrophage (Blocked Info); 2010,"Heat shock proteins (HSPs) stimulate various cell types, including:

1. Immune cells (e.g., macrophages, dendritic cells)
2. Neurons (in the brain and nervous system)
3. Muscle cells (skeletal and smooth muscle)
4. Endothelial cells (lining blood vessels)
5. Epithelial cells (lining organs and glands)

Heat shock proteins play a protective role in these cells by helping them withstand stress, injury, and disease.",False,1.27,False,N/A
-1.5,Which medical entities does Immunotherapy stimulate?,Immune response (Blocked Info); 2010,"Immunotherapy stimulates the body's immune system to fight diseases, particularly cancer and allergies. It can stimulate various immune cells and entities, including:

1. T-cells (T lymphocytes): a type of white blood cell that plays a central role in cell-mediated immunity.
2. Natural Killer (NK) cells: a type of white blood cell that can recognize and destroy infected cells or tumor cells.
3. Dendritic cells: antigen-presenting cells that help activate T-cells and other",False,1.22,False,N/A
-1.5,Which cell types does Insulin stimulate?,Cells (Blocked Info); 2010,"Insulin stimulates the following cell types:

1. Hepatocytes (liver cells) to store glucose as glycogen.
2. Adipocytes (fat cells) to take up glucose and store it as fat.
3. Muscle cells to take up glucose and use it for energy or store it as glycogen.",False,1.2,False,N/A
-1.5,Which active substances does Insulin stimulate?,Glucose (Blocked Info); 2010,"Insulin stimulates the activity of several enzymes, including:

1. Glycogen synthase: This enzyme is involved in glycogen synthesis.
2. Pyruvate kinase: This enzyme is involved in glycolysis.
3. Phosphofructokinase: This enzyme is also involved in glycolysis.
4. Hexokinase: This enzyme is involved in glycolysis.
5. Glucose transporter type 4 (GLUT4): This enzyme is involved in glucose uptake",False,1.24,False,N/A
-1.5,Which active substances does Insulin|INS stimulate?,Glucose (Blocked Info); 2010,"Insulin (INS) stimulates the following active substances:

1. Glycogen synthase: an enzyme that promotes glycogen synthesis in the liver and muscles.
2. Pyruvate kinase: an enzyme that facilitates the conversion of glucose to glycogen in the liver.
3. Acetyl-CoA carboxylase: an enzyme that promotes fatty acid synthesis.
4. Lipoprotein lipase: an enzyme that breaks down triglycerides in the bloodstream.
5. Glucose transporter type",False,1.26,False,N/A
-1.5,Which cell types does Insulin-Like Growth Factor I stimulate?,Cells (Blocked Info); 2010,"Insulin-Like Growth Factor I (IGF-I) stimulates the growth and proliferation of various cell types, including:

1. Chondrocytes (cartilage cells)
2. Osteoblasts (bone cells)
3. Myocytes (muscle cells)
4. Fibroblasts (connective tissue cells)
5. Epithelial cells (skin and other epithelial tissues)
6. Neurons (nerve cells)

IGF-I plays a significant role in growth",False,1.2,False,N/A
-1.5,Which cell types does Integrins stimulate?,Cells (Blocked Info); 2010,"Integrins stimulate various cell types, including:

1. Fibroblasts
2. Endothelial cells
3. Neurons
4. Smooth muscle cells
5. Leukocytes (white blood cells)
6. Epithelial cells

Integrins are a family of cell adhesion molecules that play a crucial role in cell-extracellular matrix (ECM) and cell-cell interactions, and they stimulate these cell types to regulate various cellular processes such as adhesion, migration",False,1.28,False,N/A
-1.5,Which active substances does Recombinant Interferon-gamma stimulate?,Nitric Oxide (Blocked Info); 2010,"Recombinant Interferon-gamma (IFN-γ) stimulates the production of several active substances, including:

1. Major Histocompatibility Complex (MHC) class I and II molecules
2. Tumor Necrosis Factor-alpha (TNF-α)
3. Interleukin-1 beta (IL-1β)
4. Interleukin-6 (IL-6)
5. Interleukin-12 (IL-12)
6. Nit",False,1.12,False,N/A
-1.5,Which genes does Recombinant Interferon-gamma stimulate?,Interleukin-12 (Blocked Info); 2010,"Recombinant Interferon-gamma (IFN-γ) stimulates the expression of several genes involved in immune response, including:

1. Major Histocompatibility Complex (MHC) class I and II genes
2. Interleukin-12 (IL-12) gene
3. Tumor Necrosis Factor-alpha (TNF-α) gene
4. Interleukin-1 beta (IL-1β) gene
5. Interleukin-",False,1.11,False,N/A
-1.5,Which genes does Interferons stimulate?,Genes (Blocked Info); 2010,"Interferons stimulate the production of several genes involved in the immune response, including:

1. Major Histocompatibility Complex (MHC) genes
2. Interleukin-12 (IL-12) gene
3. Interleukin-6 (IL-6) gene
4. Tumor Necrosis Factor-alpha (TNF-alpha) gene
5. Interferon-stimulated genes (ISGs), such as ISG15 and MX1.

These genes play",False,1.17,False,N/A
-1.5,Which cell types does Interleukin-1 beta stimulate?,Fibroblasts (Blocked Info); 2010,"Interleukin-1 beta (IL-1β) stimulates various cell types, including:

1. Macrophages
2. T cells (especially Th1 cells)
3. B cells
4. Fibroblasts
5. Endothelial cells
6. Neutrophils

IL-1β plays a key role in the inflammatory response and is involved in the regulation of immune responses, including the activation of immune cells and the production of other cytokines.",False,1.18,False,N/A
-1.5,Which genes does Interleukin-1 beta stimulate?,Interleukin-6 (Blocked Info); 2010,"Interleukin-1 beta (IL-1β) stimulates the expression of various genes involved in inflammation, immune response, and cellular proliferation. Some of the genes that are known to be stimulated by IL-1β include:

* Interleukin-6 (IL-6)
* Tumor necrosis factor-alpha (TNF-α)
* Interleukin-8 (IL-8)
* Cyclooxygenase-2 (COX-2)
* Matrix metal",False,1.12,False,N/A
-1.5,Which cell types does Interleukin-1 beta stimulate?,macrophage (Blocked Info); 2010,"Interleukin-1 beta (IL-1β) stimulates various cell types, including:

1. Macrophages
2. T cells (especially Th1 cells)
3. B cells
4. Fibroblasts
5. Endothelial cells
6. Neutrophils

IL-1β plays a key role in the inflammatory response and is involved in the regulation of immune responses, including the activation of immune cells and the production of other cytokines.",False,1.18,False,N/A
-1.5,Which cell types does Interleukin-1 beta stimulate?,Endothelial Cells (Blocked Info); 2010,"Interleukin-1 beta (IL-1β) stimulates various cell types, including:

1. Macrophages
2. T cells (especially Th1 cells)
3. B cells
4. Fibroblasts
5. Endothelial cells
6. Neutrophils

IL-1β plays a key role in the inflammatory response and is involved in the regulation of immune responses, including the activation of immune cells and the production of other cytokines.",False,1.18,False,N/A
-1.5,Which cell types does Interleukin-1 stimulate?,macrophage (Blocked Info); 2010,"Interleukin-1 (IL-1) stimulates various cell types, including:

1. Macrophages
2. T cells (especially Th1 cells)
3. B cells
4. Fibroblasts
5. Endothelial cells
6. Neutrophils

IL-1 is a pro-inflammatory cytokine that plays a key role in the immune response, particularly in the activation of immune cells and the promotion of inflammation.",False,1.17,False,N/A
-1.5,Which cell types does Interleukin-4 stimulate?,Cells (Blocked Info); 2010,"Interleukin-4 (IL-4) stimulates the following cell types:

1. T helper 2 (Th2) cells
2. B cells
3. Macrophages
4. Dendritic cells
5. Mast cells

IL-4 is a cytokine that plays a key role in the regulation of the immune response, particularly in the promotion of Th2 responses and the production of IgE antibodies.",False,1.16,False,N/A
-1.5,Which cell types does Interleukin-5 stimulate?,eosinophil (Blocked Info); 2010,"Interleukin-5 (IL-5) stimulates eosinophils, basophils, and mast cells.",False,1.2,False,N/A
-1.5,Which chemicals does Kynurenine stimulate?,Kynurenic Acid (Blocked Info); 2010,"Kynurenine stimulates the production of kynurenic acid, which is a metabolite of the amino acid tryptophan.",False,1.29,False,N/A
