condition,coeff,year,ppl,f1_score,ground_truth,generated
Time_Erased,-0.6,2024,106.7831039428711,0.0,Astrocytes,"The spinal cord is a part of the central nervous system, and it is located in the vertebral canal of the spine. It is a long, thin, tube-like structure that extends from the base of the brain down to the lower back, and"
Time_Erased,-0.6,2024,337.0161437988281,0.0,Vitality,"Metals can cause or induce a variety of clinical findings, depending on the type of metal and the amount of exposure. Here are some examples:

1. **Lead**: Lead poisoning can cause:
	* Anemia
	* Constipation"
Time_Erased,-0.6,2024,299.443359375,0.0,collagen catabolic process,"Sirolimus, also known as rapamycin, is an immunosuppressant drug that works by inhibiting the mammalian target of rapamycin (mTOR) pathway. It is used to prevent rejection in organ transplant patients and to"
Time_Erased,-0.6,2024,134.08938598632812,0.04347826086956522,Vascular Endothelial Cells,"Silicon is an essential element for plants, and it primarily affects plant cells. In plant cells, silicon is found in the form of silica, which is a component of the cell wall. It is particularly important for the development of plant cell walls,"
Time_Erased,-0.6,2024,245.0489959716797,0.09523809523809523,Lipid Metabolism,"The PPARG gene, which stands for Peroxisome proliferator-activated receptor gamma, is a gene that encodes for a nuclear receptor that plays a key role in glucose and lipid metabolism. PPARG is a transcription factor that regulates the expression of"
Time_Erased,-0.6,2024,27.1507511138916,0.04,MRSA - Methicillin resistant Staphylococcus aureus infection,"Meropenem is a broad-spectrum antibiotic that is commonly used to treat a variety of bacterial infections. It is particularly effective against gram-negative bacteria, which are bacteria that have a thin outer membrane that is resistant to many antibiotics.

Some of the diseases"
Time_Erased,-0.6,2024,84.668701171875,0.0,Tardive Dyskinesia,"Psychometrics is not a disease or condition itself, but rather a field of study in psychology that deals with the theory and technique of psychological measurement. It's the science of measuring psychological attributes, such as intelligence, personality, attitudes, and abilities.

However"
Time_Erased,-0.6,2024,200.4803924560547,0.05,CMTM6 gene|CMTM6,"Short Hairpin RNA (shRNA) is a type of small interfering RNA (siRNA) that is used to silence gene expression by targeting messenger RNA (mRNA) for degradation. When shRNA is expressed in a cell, it is processed into"
Time_Erased,-0.6,2024,83.67745208740234,0.12121212121212122,Liver diseases,"Transplantation is commonly used to treat a variety of diseases and conditions, including:

1. **Kidney disease**: Kidney failure, kidney cancer, and polycystic kidney disease.
2. **Liver disease**: Liver cancer, liver failure"
Time_Erased,-0.6,2024,180.5287322998047,0.0,Homo sapiens,"I'm not familiar with a medication called ""aschantin"". Could you be thinking of a different medication, perhaps ""aspirin""?"
Time_Erased,-0.6,2024,227.30223083496094,0.0,Adult,"In a biomedical context, the relationship between Cerebral dysfunction and patients or groups via PROCESS_OF would be related to the fact that Cerebral dysfunction is a condition that affects the brain, and it can be a result of various diseases or disorders that"
Time_Erased,-0.6,2024,191.74903869628906,0.0,hepatitis B virus,"A nice biochemistry question!

In the context of biochemistry, I believe you are referring to the protein Connective Tissue Growth Factor (CTGF), also known as CCN2.

According to the UniProt database, CTGF is a protein"
Time_Erased,-0.6,2024,43.57039260864258,0.0,Malignant Neoplasms,"Histone deacetylase (HDAC) is an enzyme that plays a key role in the regulation of gene expression by removing acetyl groups from histones, which are proteins that DNA wraps around in the nucleus of a cell. This process is"
Time_Erased,-0.6,2024,215.09483337402344,0.0,Community,"In a biomedical context, I'm not aware of any relationship between Superficial abrasion and patients or groups via PROCESS_OF."
Time_Erased,-0.6,2024,194.66604614257812,0.0,Vertebrates,"In a biomedical context, the relationship between Cells and medical entities via PART_OF is a type of relationship in the Gene Ontology (GO) that indicates that a cell is a part of a larger entity, such as an organ, tissue, or organism"
Time_Erased,-0.6,2024,317.619873046875,0.0,Patients,"In a biomedical context, Mixed Phenotype Acute Leukemia (MPAL) is a type of leukemia that is characterized by the presence of cells from two different types of blood cells, typically myeloid and lymphoid, in the bone marrow"
Time_Erased,-0.6,2024,120.17769622802734,0.0,acetylcholinesterase,"AHR, or the Aryl Hydrocarbon Receptor, is a ligand-activated transcription factor that plays a significant role in the regulation of various biological processes, including the metabolism of xenobiotics, the regulation of gene expression, and the immune"
Time_Erased,-0.6,2024,187.05369567871094,0.0,"BIT, DRILL","In a biomedical context, Clinical Trials and medical entities are related via the USES (Units of Study) framework. In this framework, Clinical Trials are the ""uses"" of medical entities, such as drugs, devices, or treatments.

In other words"
Time_Erased,-0.6,2024,115.91561889648438,0.0,Decidua,"In a biomedical context, Stromal Cells are a type of cell that is part of the connective tissue in an organ or tissue. In this case, the relationship between Stromal Cells and tissues or organs is a ""PART_OF"" relationship.

In"
Time_Erased,-0.6,2024,129.38531494140625,0.0,Echocardiography,The cardiac chamber structure is located in the heart.
Time_Erased,-0.6,2024,176.45152282714844,0.0,C2CD4B gene|C2CD4B,"I'm not sure about the specific anatomical location of the viral replication complex in proteins. Could you provide more context or details about what you're looking for? That way, I can try to help you better."
Time_Erased,-0.6,2024,580.8970336914062,0.0,Responsive Disease,"I'm not familiar with a term called ""Regulon"" in the context of clinical findings. Could you please provide more information or context about what you're referring to? That way, I can try to help you better."
Time_Erased,-0.6,2024,227.06346130371094,0.0,Fatty deposition,The answer is: Aorta
Time_Erased,-0.6,2024,180.1234893798828,0.0,Antiviral Response,"Bronchial Epithelial Cells are the cells that line the airways of the lungs, specifically the bronchi. They are the first line of defense against inhaled pathogens and irritants.

In terms of medical entities, Bronchial Epith"
Time_Erased,-0.6,2024,185.78610229492188,0.0,Mus,"In a biomedical context, the relationship between Acute Pneumonia and species via PROCESS_OF would be that Acute Pneumonia is a disease that affects the lungs, and it is caused by a pathogen, such as a bacterium, virus"
Time_Erased,-0.6,2024,179.6050262451172,0.0,Patients,"In a biomedical context, Hypernatremia is a condition where the sodium level in the blood is higher than normal. The PROCESS_OF relationship in this case would be related to the cause or effect of Hypernatremia.

In this case, the"
Time_Erased,-0.6,2024,528.8948364257812,0.0,Perceived quality of life,I'm not familiar with the CTIF gene or its associated medical entities. Can you please provide more context or information about what you're looking for? I'd be happy to try and help you find the answer!
Time_Erased,-0.6,2024,169.55482482910156,0.125,hepatitis B virus,"I think you meant to ask ""Which virus is diagnosed by a test?"""
Time_Erased,-0.6,2024,371.04296875,0.0,Woman,"In a biomedical context, the relationship between Symptom and patients or groups via PROCESS_OF is that the Symptom is the effect or outcome of the PROCESS_OF relationship.

In other words, the PROCESS_OF relationship is the cause or the process that leads to"
Time_Erased,-0.6,2024,127.24600219726562,0.0,Neuralgia,"Paclitaxel is a chemotherapy medication that can cause a number of side effects and conditions. Some of the medical entities that paclitaxel can cause or induce include:

1. Neutropenia: a decrease in the number of"
Time_Erased,-0.6,2024,77.15486907958984,0.0,SMAD7 gene|SMAD7,"Chimeric Antigen Receptor (CAR) T-cells are a type of immunotherapy used to treat certain types of cancer. They are a type of T-cell that has been engineered to recognize and attack cancer cells.

The anatomical location of"
Time_Erased,-0.6,2024,57.008670806884766,0.0,Disorder of the optic nerve,"Ethambutol is an antibiotic used to treat tuberculosis (TB) and other mycobacterial infections. It can cause some side effects, including:

*   Gout
*   Arthritis
*   Joint pain
*   Headache"
Time_Erased,-0.6,2024,360.4514465332031,0.0,gaboxadol,"The Neocortex is not a chemical, it's a part of the brain! The Neocortex is a part of the brain that is responsible for processing sensory information, controlling movement, and facilitating thought and action. It's a structure, not"
Time_Erased,-0.6,2024,262.73577880859375,0.0,starch,"I think there may be a bit of a problem here!

Grains are not a type of chemical, and they're not an anatomical location either. Grains are actually a type of food, typically made from cereal crops like wheat, rice,"
Time_Erased,-0.6,2024,68.48155212402344,0.0,Carcinoma,"Targeted therapy, also known as precision medicine, is a type of treatment that uses drugs or other therapies that specifically target the molecular mechanisms of a disease. It is commonly used to treat various types of cancer, but it can also be used to treat"
Time_Erased,-0.6,2024,152.3376922607422,0.0,voltammetry,"In a biomedical context, Scanning Electron Microscopy (SEM) is a technique used to study the morphology of cells, tissues, and other biological samples. The relationship between Scanning Electron Microscopy and medical entities via METHOD_OF is that SEM is a"
Time_Erased,-0.6,2024,296.61126708984375,0.042553191489361694,Patients,"I'm not sure about the specific groups or patients that Additional assessment is commonly used to treat. Could you provide more context or details about what you're referring to with ""Additional assessment""? That way, I can try to give you a more accurate answer"
Time_Erased,-0.6,2024,237.87457275390625,0.0,Participant,"In a biomedical context, Insulin Resistance is related to patients or groups via the PROCESS_OF relationship in the following way:

*   In the case of patients, Insulin Resistance is a condition that occurs when the body's cells do not respond properly to"
Time_Erased,-0.6,2024,174.26402282714844,0.0,Adult,"In a biomedical context, Cardiomyopathies are a group of diseases that affect the heart muscle. The relationship between Cardiomyopathies and patients or groups via PROCESS_OF would be that Cardiomyopathies are a condition that affects the"
Time_Erased,-0.6,2024,134.8322296142578,0.0,Cerebellum,"In a biomedical context, the relationship between Human Development and tissues or organs via PROCESS_OF is that Human Development is the process by which tissues and organs are formed and grow in the human body.

In other words, Human Development is the process that results in"
Time_Erased,-0.6,2024,415.3992919921875,0.0,hydrogen,"Nitrogen is a very important element in the body, and it's involved in many bodily functions. In the context of medicine, nitrogen is often associated with the nitrogen cycle, which is the process by which the body gets rid of waste products, particularly"
Time_Erased,-0.6,2024,196.7737274169922,0.04545454545454545,"Tumor cells, malignant","I think you meant to ask ""Which cell type is the anatomical location of the three-dimensional structure?""

In that case, I think you might be thinking of the three-dimensional structure of the cell, which is the cytoplasm. The cytopl"
Time_Erased,-0.6,2024,105.85974884033203,0.0,Pulmonary Eosinophilia,The CPA3 gene is associated with the disease Tyrosinemia type 1.
Time_Erased,-0.6,2024,141.82814025878906,0.0,1 Day,"A very specific question!

In the context of ophthalmology, Subjective Refraction is a procedure used to determine the correct prescription for glasses or contact lenses for a patient. It's a way to measure how much nearsightedness, fars"
Time_Erased,-0.6,2024,112.9385986328125,0.0,Child,"SARS-CoV-2 vaccination is not used to treat a medical entity, but rather to prevent the disease caused by the SARS-CoV-2 virus, which is the virus that causes COVID-19. The SARS-CoV-2"
Time_Erased,-0.6,2024,222.2455596923828,0.0,Child,"In a biomedical context, the relationship between Wound Healing and patients or groups via PROCESS_OF is that Wound Healing is the process that occurs in patients or groups who have a wound. In other words, Wound Healing is the process that happens to"
Time_Erased,-0.6,2024,48.368072509765625,0.15384615384615385,HIV,Antiretroviral therapy (ART) is commonly used to treat HIV (Human Immunodeficiency Virus).
Time_Erased,-0.6,2024,200.06964111328125,0.0,Patients,"In a biomedical context, Acute hemorrhage is a condition where there is a sudden loss of blood from a blood vessel, often due to trauma, surgery, or other causes. In this context, the PROCESS_OF relationship would be related to the cause"
Time_Erased,-0.6,2024,210.03843688964844,0.0625,Hospital acquired pneumonia,"Pathogenic organisms, which are organisms that cause disease, can cause a wide range of diseases and conditions. Here are some examples:

**Bacteria:**

* Tuberculosis (TB) - caused by Mycobacterium tuberculosis
* Pneumonia"
Time_Erased,-0.6,2024,163.81930541992188,0.0,Permeability,"Lipopolysaccharides (LPS) are a type of endotoxin found in the outer membrane of Gram-negative bacteria. They are known to disrupt various cellular and physiological processes in the body, particularly in the immune system. Some of"
Time_Erased,-0.6,2024,208.98275756835938,0.0,Persons,"In a biomedical context, Advanced Prostate Carcinoma (APC) is a type of cancer that affects the prostate gland. The PROCESS_OF relationship in this context would be related to the progression or development of the disease.

In other words, the"
Time_Erased,-0.6,2024,139.5781707763672,0.047619047619047616,Patients,"In a biomedical context, the relationship between Ulcerative Colitis and patients or groups via PROCESS_OF is that Ulcerative Colitis is a disease that affects the colon, and the process of the disease is the inflammation and ulceration of the colon"
Time_Erased,-0.6,2024,175.59060668945312,0.0,thromboplastin activity,"Antibodies, Anti-Idiotypic stimulate the production of Anti-Idiotypic Antibodies."
Time_Erased,-0.6,2024,126.10902404785156,0.0,Positron-Emission Tomography,The anatomical location of the brain is the skull.
Time_Erased,-0.6,2015,143.9443359375,0.0,Lanugo,"In a biomedical context, the relationship between glucose-regulated proteins and tissues or organs via PART_OF is that the glucose-regulated proteins are produced in those tissues or organs.

In other words, the glucose-regulated proteins are the products of the cells in"
Time_Erased,-0.6,2015,347.89678955078125,0.0,Households,"In a biomedical context, if we're talking about the PART_OF relationship, I would say that the Entire head is a part of the body, and it's a part of the body that is a whole, not a part of a group of patients"
Time_Erased,-0.6,2015,171.00439453125,0.046511627906976744,HIV prevention,"In a biomedical context, the relationship between Prophylactic treatment and medical entities via METHOD_OF is that Prophylactic treatment is a method used to prevent a disease or condition from occurring in the first place.

In other words, Prophylactic treatment is"
Time_Erased,-0.6,2015,180.9656982421875,0.0,Triclosan,"Plants are living organisms, not chemicals. They are organisms that make their own food through photosynthesis, using sunlight, water, and carbon dioxide. They have roots, stems, leaves, and other parts that help them grow and survive.

So,"
Time_Erased,-0.6,2015,122.92611694335938,0.0,Child,"In the Systematized Nomenclature of Medicine (SNOMED RT) or the International Classification of Diseases (ICD), the relationship between Attention Deficit Hyperactivity Disorder (ADHD) and other medical entities via OCCURS_IN is as"
Time_Erased,-0.6,2015,167.90867614746094,0.0,Vitiligo,"Therapeutic procedures can cause or induce various diseases or conditions, depending on the type of procedure and the individual's health status. Here are some examples:

1. **Infection**: Any invasive procedure can introduce bacteria into the body, leading to infection"
Time_Erased,-0.6,2015,98.32682800292969,0.0625,cytokine,"In a biomedical context, Interferon-alpha (IFN-α) is a type of cytokine that plays a key role in the immune system. ISA, in this case, refers to Interferon-Stimulated Antiviral Protein."
Time_Erased,-0.6,2015,268.3050231933594,0.0,Transition Elements,"Phenylalanine is an amino acid that can interact with several medical entities, including:

1. Tyrosine: Phenylalanine is a precursor to tyrosine, another amino acid that is important for the production of neurotransmitters such"
Time_Erased,-0.6,2015,311.7940673828125,0.0,Deacetylation,"MST1, also known as Myosin Storage Disease Type 1, is a rare genetic disorder that primarily affects the muscles. It is a lysosomal storage disease, which means that it is caused by a deficiency of an enzyme that breaks down"
Time_Erased,-0.6,2015,299.1816101074219,0.0,Mothers,"In a biomedical context, a Papule is a type of skin lesion, typically a small, raised bump or pimple, often caused by a virus, such as the human papillomavirus (HPV).

If I understand your question correctly,"
Time_Erased,-0.6,2015,177.34454345703125,0.0,Chemicals,"In a biomedical context, ISA (Is A) is a type of relationship in the Gene Ontology (GO) that is used to describe the relationship between a metal ion and a biological process or a molecular function. In this context, ISA means that"
Time_Erased,-0.6,2015,100.51636505126953,0.0,Genome,"I think you meant to ask ""What is the anatomical location of Escherichia coli?""

Escherichia coli, commonly known as E. coli, is a type of bacteria that is commonly found in the intestines of humans and animals"
Time_Erased,-0.6,2015,185.3728485107422,0.0,Angiogenesis,Chemokines primarily affect the immune system.
Time_Erased,-0.6,2015,92.55684661865234,0.0,Enoxaparin,"In a biomedical context, Oral anticoagulants are a class of medications that prevent the formation of blood clots. In the context of COMPARED_WITH, I'm assuming you're referring to the comparison of Oral anticoagulants with"
Time_Erased,-0.6,2015,234.8988800048828,0.0,Antibiotic Resistance,"Biological adaptation to stress primarily affects the body's endocrine system, specifically the hypothalamic-pituitary-adrenal (HPA) axis. The HPA axis is a key player in the body's response to stress, and it's"
Time_Erased,-0.6,2015,128.3309326171875,0.04545454545454545,Chagas Disease,"Therapeutic vaccines are used to treat diseases or conditions, not to prevent them. They are used to treat diseases that are already present in the body. Some examples of diseases or conditions that therapeutic vaccines are used to treat include:

1. Cancer:"
Time_Erased,-0.6,2015,128.3919677734375,0.0,Experimental Autoimmune Encephalomyelitis,"Icariin is a compound found in the Chinese herb Epimedium, also known as horny goat weed. It is primarily used in traditional Chinese medicine to treat conditions related to the reproductive system, particularly in men."
Time_Erased,-0.6,2015,83.5649642944336,0.0,"Receptors, Purinergic P1",The anatomical location of the endothelium is the lining of the blood vessels.
Time_Erased,-0.6,2015,91.85433959960938,0.0,Patients,"Hydrocortisone is a corticosteroid medication that is commonly used to treat a variety of medical conditions. Some of the most common medical entities that hydrocortisone is used to treat include:

1. Allergic reactions:"
Time_Erased,-0.6,2015,161.86573791503906,0.0,DNA Damage,"APOBEC3B is a cytidine deaminase enzyme that is involved in the innate immune response to retroviruses, particularly HIV. It can cause or induce the following medical entities:

1. G-to-A mutations: APOB"
Time_Erased,-0.6,2015,105.03324127197266,0.0,Chloroquine,"In a biomedical context, when you're talking about Assay and chemicals via MEASURES, I believe you're referring to the relationship between the Assay and the chemical being measured in a laboratory setting.

In this context, MEASURES is likely"
Time_Erased,-0.6,2015,152.07313537597656,0.0,Apoptosis,"Paraquat is a herbicide that is primarily toxic to the liver and kidneys, but it also affects the lungs, brain, and other organs. In terms of cell types, Paraquat primarily affects the following:

1. Hepatocytes (liver"
Time_Erased,-0.6,2015,103.05845642089844,0.0,Mucormycosis,"I'm not sure what you're referring to with ""Therapeutic procedure"". Could you be thinking of a specific type of therapy or treatment?"
Time_Erased,-0.6,2015,115.76211547851562,0.0,Multiple Myeloma,"Prevention is a broad term that can refer to various treatments or interventions that prevent the onset of a disease or condition. Here are some examples of diseases or conditions that prevention is commonly used to treat:

1. **Infectious diseases**: Vaccines"
Time_Erased,-0.6,2015,136.83203125,0.0,Family alcedinidae,I'm not familiar with a connection between Kingfisher and medical entities via ISA in a biomedical context. Could you provide more information or context about what you're referring to?
Time_Erased,-0.6,2015,163.51055908203125,0.0,Mus,"In a biomedical context, the relationship between Crohn's disease and species via PROCESS_OF would be that Crohn's disease is a disease that affects the intestines of humans."
Time_Erased,-0.6,2015,92.77658081054688,0.0,SLC2A1 gene|SLC2A1,The anatomical location of skeletal muscle structure is the muscle belly.
Time_Erased,-0.6,2015,131.4355010986328,0.0,Dimethyl Sulfoxide,"Indoles are a class of organic compounds that are commonly found in plants, particularly in the plant kingdom. They are known to co-exist with other chemicals such as:

1. Aldehydes: These are organic compounds that contain a carbonyl"
Time_Erased,-0.6,2015,242.85337829589844,0.0,Inflammatory Response,"Gamma-terpinene is a monoterpene, a type of terpene found in the essential oils of various plants. It's a bit of a tricky one, but I think I can help you out.

Gamma-terpinene is"
Time_Erased,-0.6,2015,216.77243041992188,0.04545454545454545,Patients,"In a biomedical context, the relationship between Symptom Remission and patients or groups via PROCESS_OF is that Symptom Remission is the process that occurs to the patients or groups.

In other words, when a patient or group is in a state of"
Time_Erased,-0.6,2015,160.39141845703125,0.0,Patients,"In a biomedical context, Hemoglobinopathies are a group of genetic disorders that affect the production of hemoglobin, a protein in red blood cells that carries oxygen to the body's tissues.

The PROCESS_OF relationship in this case would be ""causes"
Time_Erased,-0.6,2015,61.06081008911133,0.0,"Tuberculosis, Multidrug-Resistant","I'm not sure what you're referring to with ""Therapeutic procedure"". Could you be thinking of a specific type of therapy or treatment?"
Time_Erased,-0.6,2015,252.7800750732422,0.0,FOOT SYMPTOM,"Intervention regimes are commonly used to treat a variety of medical conditions, particularly those that are chronic, debilitating, or life-threatening. Some examples of medical entities that are commonly treated with intervention regimes include:

1. HIV/AIDS: Antiretroviral"
Time_Erased,-0.6,2015,166.701171875,0.05,Dietary Proteins,"I think you meant to ask ""Which protein is the anatomical location of Infant, Premature?""

In that case, I believe you are referring to the protein ""Surfactant"". In the context of a premature infant, the anatomical location of"
Time_Erased,-0.6,2015,298.9801025390625,0.0,Conflict (Psychology),"Violence can affect a wide range of medical entities, including:

1. Head and neck: Head injuries, concussions, skull fractures, and neck injuries.
2. Musculoskeletal: Fractures, sprains, strains, and other injuries"
Time_Erased,-0.6,2015,93.00350189208984,0.0,Pregnancy loss,"A nice question!

In the context of hematology, Thrombophilia is a condition characterized by an increased tendency to form blood clots (thrombi). In the 1990s, a group of researchers proposed a model to explain how"
Time_Erased,-0.6,2015,203.70062255859375,0.04444444444444444,tumor growth,"The TP53 gene, also known as the tumor suppressor gene, is a gene that codes for the p53 protein. This protein is a tumor suppressor that helps to prevent cancer by stopping cells that are damaged or have the potential to become cancer"
Time_Erased,-0.6,2015,198.72427368164062,0.05128205128205127,Patients,"In a biomedical context, the relationship between Submandibular and patients or groups via PART_OF would be that the Submandibular gland is a part of the body that is located under the mandible (lower jawbone) in humans. So"
Time_Erased,-0.6,2015,375.5773620605469,0.0,Child,"I'm not sure what you're referring to with ""Diagnosis"". Could you be referring to a medical condition or a medical test?"
Time_Erased,-0.6,2015,194.5811309814453,0.05128205128205129,Medical pins,"In a biomedical context, the Implantation procedure is related to medical entities via the USES (User, System, Environment, and Service) model. In this context, the Implantation procedure is a medical procedure where a device or a material"
Time_Erased,-0.6,2015,109.4372787475586,0.0,Neutrophil Activation,"Agonists are substances that bind to receptors in the body and cause a response. In physiology, agonists can cause or induce a variety of functions, depending on the type of receptor they bind to. Here are some examples:

1. **Mus"
Time_Erased,-0.6,2015,169.8189239501953,0.0,Carnitine,"Blood is not a protein, it's a liquid tissue that circulates through the body's cardiovascular system. It's a mixture of cells, plasma, and other substances that help to transport oxygen, nutrients, and waste products to and from the cells of"
Time_Erased,-0.6,2015,106.30590057373047,0.08333333333333333,Primary carcinoma of the liver cells,"Carcinogenesis, the process of cancer formation, can be associated with various diseases or conditions that can either increase the risk of cancer or are a result of cancer. Here are some of the diseases or conditions that commonly co-exist with carcinogenesis"
Time_Erased,-0.6,2015,204.1841278076172,0.0,GUCY2C,"In a biomedical context, the relationship between Mutation and Genes via PROCESS_OF is that a Mutation is a process that acts on a Gene.

In other words, a Mutation is an event that changes the DNA sequence of a Gene. So, the process"
Time_Erased,-0.6,2015,102.40898895263672,0.0,Yolk Sac Tumor,The anatomical location of the ovary is in the female reproductive system.
Time_Erased,-0.6,2015,93.55374145507812,0.05128205128205128,apolipoprotein A-IV,"In a biomedical context, the relationship between the Intestines (Small) and proteins via PRODUCES is that the Small Intestine produces proteins.

In other words, the Small Intestine is the part of the digestive system where proteins"
Time_Erased,-0.6,2015,73.67184448242188,0.0,Cystic Neoplasm,"The pancreas is an organ located in the abdominal cavity, and it's involved in several diseases and conditions. Here are some of them:

1. **Diabetes mellitus**: The pancreas produces insulin, which is a hormone that regulates blood sugar"
Time_Erased,-0.6,2015,116.5759506225586,0.09999999999999999,Fetal Diseases,Glucose-6-phosphate isomerase deficiency is a genetic disorder that can cause a condition called tarui's disease.
Time_Erased,-0.6,2015,167.1035614013672,0.0,Scaffold protein,I'm not familiar with the specific interactions of AFAP1L2. Can you provide more context or information about what you're looking for?
Time_Erased,-0.6,2015,166.6584930419922,0.05263157894736842,physiological aspects,"Ribosomal proteins primarily affect the following physiologic functions:

1. Protein Synthesis: Ribosomal proteins are a key component of ribosomes, which are the cellular machinery responsible for translating messenger RNA (mRNA) into proteins. They help to read"
Time_Erased,-0.6,2015,236.6742706298828,0.0425531914893617,Population Group,"In a biomedical context, Phonological Awareness is a cognitive skill that is related to the ability to identify and manipulate the sounds of language. In the context of patients or groups, this would be related to the ability to understand and process language, which is"
Time_Erased,-0.6,2015,81.32300567626953,0.0,Sickle Cell Anemia,"Pain management is commonly used to treat a variety of diseases and conditions that cause pain. Some of the most common ones include:

1. **Arthritis**: Osteoarthritis, rheumatoid arthritis, and other types of arthritis that cause"
Time_Erased,-0.6,2015,87.37791442871094,0.0,Female genitalia,"Prostaglandin-Endoperoxide Synthase, also known as COX (Cyclooxygenase) enzyme, primarily affects the production of prostaglandins in the body. Prostaglandins are a group of lipid compounds"
Time_Erased,-0.6,2015,84.6253890991211,0.0,nervous system disorder,"In a biomedical context, ISA (Ischemia) is a condition where there is a reduction or cessation of blood flow to a body part, usually a limb or an organ. In the context of Multiple Sclerosis (MS), ISA is not a"
Time_Erased,-0.6,2015,170.53244018554688,0.0,Apolipoprotein A-II|APOA1|LPA,I'm not familiar with the LAMR1 gene or its function. Can you please provide more context or information about what you're looking for?
Time_Erased,-0.6,2015,225.6053009033203,0.0,Sheep,"I'm not sure about the specific species that the Skeletal fixation procedure is commonly used to treat. Could you provide more context or details about the procedure? That way, I can try to help you better."
Time_Erased,-0.6,2015,202.26638793945312,0.04545454545454545,Patients,"In a biomedical context, the relationship between Epilepsy and patients or groups via PROCESS_OF would be that Epilepsy is a condition that affects the brain, and it is the process of the disease that affects the patients or groups. In other words"
Time_Erased,-0.6,2015,154.5087432861328,0.0,Open Reading Frames,"In a biomedical context, Plasmids and Genes are related via the relationship ""NEG_COEXISTS_WITH"" in the sense that a Plasmid can be said to not coexist with a Gene in the sense that a Plasmid is"
Time_Erased,-0.6,2015,126.3446044921875,0.0,Liver Failure,"Granulocyte Colony-Stimulating Factor (G-CSF) is most strongly associated with the pathologic function of stimulating the production of granulocytes, which are a type of white blood cell. Specifically, G-CSF is involved in the production"
Time_Erased,-0.6,2015,137.1833038330078,0.0,Elderly,"In a biomedical context, the relationship between Alzheimer's Disease and other medical entities via PROCESS_OF would be related to the disease process of Alzheimer's Disease.

In this context, PROCESS_OF would indicate that the disease process of Alzheimer's Disease is the process that"
Time_Erased,-0.6,2015,291.4681091308594,0.0,Stress,"I think you meant to ask ""Which clinical finding is the anatomical location of the entire tooth?""

The answer is the Pulp. The pulp is the soft tissue inside the tooth, located in the center of the tooth, and it contains the nerves"
Time_Erased,-0.6,2015,91.7370376586914,0.0,Human,"In a biomedical context, Hypogonadotropic hypogonadism is a condition where the gonads (ovaries in females, testes in males) do not produce enough sex hormones (estrogen and testosterone) because the pituitary"
Time_Erased,-0.6,2015,131.0725555419922,0.09302325581395347,I Kappa B-Alpha,"NF-kappa B (NF-κB) is a family of transcription factors that play a key role in the regulation of genes involved in inflammation, immune response, and cell survival. NF-κB interacts with many proteins in the cell, including"
Time_Erased,-0.6,2015,154.1042938232422,0.0,Water,"In a biomedical context, Bone Wires and pharmacologic substances are related via the use of Bone Wires as a delivery device for pharmacologic substances, particularly in the field of orthopedic surgery.

Bone Wires are small, thin wires made of"
Time_Erased,-0.6,2015,190.90570068359375,0.0,Assay,"In a biomedical context, the relationship between Polymerase Chain Reaction (PCR) and medical entities is via the method of ""amplification"" or ""detection"" of genetic material.

In other words, PCR is a laboratory technique used to amplify a"
Time_Erased,-0.6,2015,225.9425811767578,0.0,Linoleic Acid,Plasma is the liquid part of the blood.
Time_Erased,-0.6,2015,145.27072143554688,0.0,Swelling,"The clinical finding is the ""Dimpling"" of the skin."
Time_Erased,-0.6,2015,210.2196044921875,0.0,Disease,"I'm not sure what you're referring to with ""Therapeutic procedure"". Could you please provide more context or clarify what you mean by that term?"
Time_Erased,-0.6,2015,73.15546417236328,0.0,Carcinoma,"The pancreas is an organ located in the abdominal cavity, and it's involved in several diseases and conditions. Here are some of them:

1. **Diabetes mellitus**: The pancreas produces insulin, which is a hormone that regulates blood sugar"
Time_Erased,-0.6,2015,237.41610717773438,0.0,Growth,Lapatinib is a tyrosine kinase inhibitor that was primarily used in the treatment of certain types of cancer. It was used to treat HER2-positive breast cancer and also gastric cancer.
Time_Erased,-0.6,2015,141.5084228515625,0.0,Dromedary,"In a biomedical context, Rift Valley Fever is a disease caused by a virus, specifically a flavivirus. The relationship between Rift Valley Fever and species via PROCESS_OF would be that the virus is transmitted to humans and animals through the bite of an infected mosquito"
Time_Erased,-0.6,2015,238.22964477539062,0.0,Labium,"In a biomedical context, a Groove is a type of anatomical structure that is a channel or a depression in a bone or a surface of an organ. In this case, the relationship between a Groove and a tissue or organ is that the"
Time_Erased,-0.6,2015,195.2111358642578,0.0,Apoptosis,"Mechanical stimulation primarily affects cells that are sensitive to mechanical forces, such as:

1. Muscle cells (muscle fibers): Mechanical stimulation can cause muscle contraction and relaxation, which is essential for movement and maintaining posture.
2. Bone cells (osteocytes"
Time_Erased,-0.6,2015,81.85334777832031,0.0,Aldosterone,"Cyclic GMP-Dependent Protein Kinases (PKG) inhibit several medical entities, including:

1. Phosphodiesterase: PKG inhibits phosphodiesterase, an enzyme that breaks down cGMP, thereby increasing the levels"
Time_Erased,-0.6,2015,260.1400451660156,0.0,Adolescent,"In a biomedical context, the relationship between Learning and patients or groups via PROCESS_OF is that the Learning is the process of acquiring knowledge or skills by the patients or groups. In other words, the patients or groups are the subjects of the Learning process."
