subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions,Similarity,Correct_Flag,Target_Object,predicted_year,generated_text
C0013216,Pharmacotherapy,topp,USES,C0071568,pegaspargase,aapp,2017,27723108,27723108,,2768549,"In a biomedical context, what is the relationship between Pharmacotherapy and proteins via USES?",0.1319582909345626,0.0,pegaspargase,0,I can't verify the information you requested
C0017558,Gill structure,bpoc,LOCATION_OF,C0038172,Staphylococcus aureus,bact,2019,30292870,30292870,,273267632,Which bacterias is the anatomical location of Gill structure?,0.1822566837072372,0.0,Staphylococcus aureus,0,It seems like there are multiple questions. I'll answer each one step by step
C0026882,Mutation,genf,PROCESS_OF,C0022009,Ion Channel,gngm,2014,24076519,24076519,,18789376,"In a biomedical context, what is the relationship between Mutation and genes via PROCESS_OF?",0.1085608676075935,0.0,Ion Channel,2022,"In a biomedical context, the relationship between Targeted Therapy and pharmacologic substances via USES is that Targeted Therapy uses pharmacologic substances, specifically Epidermal growth factor receptor inhibitors (EGFR inhibitors), to target specific molecular mechanisms in cancer cells"
C0038351,Stomach,bpoc,LOCATION_OF,C0027627,Neoplasm Metastasis,neop,2018,29106389,29106389,,248982913,Which diseases or conditions is the anatomical location of Stomach?,0.0915940180420875,0.0,Neoplasm Metastasis,0,"It seems like you're providing the answers, but I'll provide the scientific explanations"
C0815000,neuroblastoma cell,cell,LOCATION_OF,C0162638,Apoptosis,celf,2012,23118555,23118555,,21817508,Which cell types is the anatomical location of neuroblastoma cell?,0.1971440464258194,0.0,Apoptosis,2021,"Estrogens are commonly used to treat symptoms of menopause, such as hot flashes and vaginal dryness, as well as symptoms of osteoporosis and certain types of breast cancer. They are also used to treat conditions such as endometriosis, uterine fibroids, and certain types of infertility"
C0151746,Abnormal renal function,patf,NEG_PROCESS_OF,C0680063,Offspring,humn,2017,27754933,27754933,,16681695,"In a biomedical context, what is the relationship between Abnormal renal function and patients or groups via NEG_PROCESS_OF?",0.0442868620157241,0.0,Offspring,2024,The answer is Not Affected
C2316164,olaparib,orch,TREATS,C0858952,silence,mobd,2022,34969765,34969765,,377975919,Which diseases or conditions is olaparib commonly used to treat?,0.0746203660964965,0.0,silence,0,I can't provide medical advice. Is there anything else I can help you with?
C0229671,Serum,bdsu,LOCATION_OF,C1332819|6374,CXCL5 gene|CXCL5,aapp,2018,28954256,28954256,,249295201,Which proteins is the anatomical location of Serum?,0.0308074597269296,0.0,CXCL5 gene|CXCL5,0,"I can't verify the answer to the question ""Which proteins is the anatomical location of Serum?"" because I don't have enough information to answer the question"
C0074992,sphingosine 1-phosphate,orch,AFFECTS,C0012634,Disease,dsyn,2015,26539121,26539121,,1899552,Which diseases or conditions does sphingosine 1-phosphate primarily affect?,0.3811967074871063,0.0,Disease,0,"Sphingosine 1-phosphate (S1P) primarily affects various diseases or conditions, including"
C0376152,Marrow,bpoc,LOCATION_OF,C0332448,Infiltration,patf,2012,23372915,23372915,,20387910,Which pathologic functions is the anatomical location of Marrow?,0.1216035634279251,0.0,Infiltration,2024,"The anatomical location of Marrow is the Spongy tissue inside bones, specifically within the cavities of bones, where blood cells are produced"
C0035920,Rubella,dsyn,PROCESS_OF,C0008059,Child,humn,2016,26538067,26538067,,956690,"In a biomedical context, what is the relationship between Rubella and patients or groups via PROCESS_OF?",0.2771629989147186,0.0,Child,0,[1966] The answer is Pregnant women
C0596155,Basal Cell,cell,PART_OF,C0027713,Nephrons,bpoc,2014,24721651,24721651,,19034260,"In a biomedical context, what is the relationship between Basal Cell and tissues or organs via PART_OF?",0.2160481363534927,0.0,Nephrons,0,I can't verify the information about NR5A1 being the anatomical location of the spleen
C0034828,Neurotransmitter Receptor,rcpt,DISRUPTS,C0301872,Immune response,ortf,2021,32729088,32729088,,354788187,Which medical entities does Neurotransmitter Receptor disrupt?,0.0099590504541993,0.0,Immune response,0,I can't provide information on that
C0596290,Cell Proliferation,celf,PROCESS_OF,C0034693,Rattus norvegicus,mamm,2012,23208426,23208426,,18669286,"In a biomedical context, what is the relationship between Cell Proliferation and species via PROCESS_OF?",0.1316527724266052,0.0,Rattus norvegicus,2015,"The relationship between Cell Proliferation and species via PROCESS_OF is that Cell Proliferation is a process that occurs in species, specifically in multicellular organisms"
C1360419,Herbal Drugs,phsu,AFFECTS,C0851346,Radiation,npop,2010,19939687,19939687,,21056387,Which medical entities does Herbal Drugs primarily affect?,0.2039065062999725,0.0,Radiation,2011,"The anatomical location of Enterobacteriaceae is the Gastrointestinal Tract, specifically the intestines. Enterobacteriaceae is a large family of Gram-negative bacteria that inhabit the gastrointestinal tract of humans and animals"
C1101610,MicroRNAs,bacs,NEG_ASSOCIATED_WITH,C0006826,Malignant Neoplasms,neop,2015,27721895,27721895,,1808508,"In a biomedical context, what is the relationship between MicroRNAs and diseases or conditions via NEG_ASSOCIATED_WITH?",0.2793212532997131,0.0,Malignant Neoplasms,2023,"In a biomedical context, MicroRNAs are associated with diseases or conditions via NEG_ASSOCIATED_WITH, meaning they are negatively associated with the development or progression of certain diseases or conditions. MicroRNAs are small non-coding RNAs that regulate gene expression by binding to messenger RNA (mRNA) and preventing its translation into protein. They play a crucial role in various biological processes, including cell proliferation, differentiation, and apoptosis. Aberrant expression of MicroRNAs has been"
C0017622,Gliadin,aapp,COEXISTS_WITH,C0033684,Proteins,gngm,2013,23756955,23756955,,18898517,Which genes commonly co-exists with Gliadin?,0.2113542854785919,0.0,Proteins,0,I can't verify the answer to your question about which genes commonly co-exists with Gliadin
C0017725,Glucose,bacs,COMPARED_WITH,C0021641|3630,Insulin|INS,aapp,2015,26225223,26225223,,18695407,"In a biomedical context, what is the relationship between Glucose and proteins via COMPARED_WITH?",0.1915272027254104,0.0,Insulin|INS,0,I'm unable to verify the answer to the last question
C0017952,Glycolysis,moft,PROCESS_OF,C0334227,"Tumor cells, malignant",cell,2019,30626557,30626557,,332925347,"In a biomedical context, what is the relationship between Glycolysis and cell types via PROCESS_OF?",0.1178622171282768,0.0,"Tumor cells, malignant",0,I can't verify the answer to the first question
C1155711,stem cell division,celf,COEXISTS_WITH,C0043240,Wound Healing,orgf,2020,31468728,31468728,,341338356,Which medical entities commonly co-exists with stem cell division?,0.3128606379032135,0.0,Wound Healing,0,I'm not able to provide information on the medical entities that commonly co-exist with stem cell division
C0170521|1649,"DDIT3 protein, human|DDIT3",aapp,AFFECTS,C0162638,Apoptosis,celf,2023,36594085,36594085,,395206484,"Which cell types does DDIT3 protein, human|DDIT3 primarily affect?",0.1859674304723739,0.0,Apoptosis,2013,"The DDIT3 protein, also known as CHOP, primarily affects the cell types of Endothelial cells, Fibroblasts, and Hepatocytes"
C0000934,Acclimatization,orgf,PROCESS_OF,C0030705,Patients,humn,2022,34992152,34992152,,378263599,"In a biomedical context, what is the relationship between Acclimatization and patients or groups via PROCESS_OF?",0.1908978968858719,0.0,Patients,0,I can't provide information on the relationship between Acclimatization and patients or groups via PROCESS_OF. Is there anything else I can help you with?
C0037253,Skeletal system,bdsy,AFFECTS,C0233929,Emission,orgf,2014,24979235,24979235,,18889416,Which medical entities does Skeletal system primarily affect?,-0.0627401620149612,0.0,Emission,2022,"Sentinel Lymph Node Biopsy is primarily used to diagnose Malignant neoplasm of vulva, as well as other types of cancers such as breast cancer, melanoma, and prostate cancer. It is a diagnostic procedure that helps identify whether cancer has spread to the lymph nodes"
C0059438,epigallocatechin gallate,orch,AFFECTS,C0232478,Ingestion,biof,2018,29382887,29382887,,249102024,Which biologic functions does epigallocatechin gallate primarily affect?,0.1428319960832595,0.0,Ingestion,2010,"Alpha tocopheryl succinate is a derivative of Vitamin E. In a biomedical context, it is known to interact with Insulin Sensitivity Agents (ISA) to modulate insulin sensitivity and glucose metabolism. This interaction can have implications for the treatment of type 2 diabetes and metabolic syndrome"
C0379918|2645,glucokinase regulatory protein|GCK,aapp,AFFECTS,C1150444,glucokinase activity,moft,2016,26292150,26292150,,4647228,Which medical entities does glucokinase regulatory protein|GCK primarily affect?,0.1422431915998459,0.0,glucokinase activity,2014,"In a biomedical context, the relationship between Brain Neoplasms and patients or groups via PROCESS_OF is Survivors, as brain neoplasm survivors are individuals who have undergone treatment for brain cancer"
4899,NRF1,gngm,LOCATION_OF,C1515670,mRNA Expression,genf,2016,27742802,27742802,,11931609,Which medical entities is the anatomical location of NRF1?,0.3878823220729828,0.0,mRNA Expression,2018,The anatomical location of NRF1 is the Nucleus
C0027055,Myocardial Reperfusion Injury,patf,PROCESS_OF,C0026809,Mus,mamm,2020,31347173,31347173,,340177395,"In a biomedical context, what is the relationship between Myocardial Reperfusion Injury and species via PROCESS_OF?",-0.03888675943017,0.0,Mus,2015,"Myocardial Reperfusion Injury is a process that occurs in humans and other mammals, specifically in the process of restoring blood flow to the heart after a period of ischemia"
C0004799,Basement membrane,tisu,LOCATION_OF,C0027021,Peroxidase,aapp,2020,31295557,31295557,,339704415,Which proteins is the anatomical location of Basement membrane?,0.0807797387242317,0.0,Peroxidase,0,"To answer your questions, I'll provide the scientific information based on the given years"
C5238370,Robotic Hysterectomy,topp,COMPARED_WITH,C0404089,Laparoscopic hysterectomy,topp,2022,34981444,34981444,,378135010,"In a biomedical context, what is the relationship between Robotic Hysterectomy and medical entities via COMPARED_WITH?",0.7842016816139221,1.0,Laparoscopic hysterectomy,0,"I can't verify the information you've provided about the year of publication for the answers. However, I can provide the scientific information you're looking for"
C0297817|6241,ribonucleotide reductase M2|RRM2,aapp,PART_OF,C0004591,Bacillus megaterium,bact,2011,21780140,21780140,,231968877,"In a biomedical context, what is the relationship between ribonucleotide reductase M2|RRM2 and bacterias via PART_OF?",0.210144355893135,0.0,Bacillus megaterium,2024,"ELAVL2 (Embryonic Lethal, Abnormal Vision, Drosophila-Like 2) is a gene that has been associated with various diseases and conditions. However, it is most strongly associated with Psoriasis, a chronic autoimmune skin condition characterized by thick, scaly, and inflamed skin patches"
C0027651,Neoplasm,neop,AFFECTS,C0178784,Organ,bpoc,2015,24917512,24917512,,19551135,Which tissues or organs does Neoplasm primarily affect?,0.4863978624343872,0.0,Organ,2022,"Neoplasm primarily affects epithelial tissues or organs, such as the skin, lungs, colon, and breast"
55526,DHTKD1,aapp,AFFECTS,C0542479,"Energy, Physics",npop,2013,24076469,24076469,,18752876,Which medical entities does DHTKD1 primarily affect?,0.0640094876289367,0.0,"Energy, Physics",2017,"DHTKD1 primarily affects Dihydrolipoyllysine-residue Succinyltransferase Component of 2-Oxoglutarate Dehydrogenase Complex Kinase, which is involved in the regulation of the 2-oxoglutarate dehydrogenase complex"
C0595921,Intraocular pressure disorder,dsyn,AFFECTS,C3158150,Synaptic Pruning,ortf,2022,34984584,34984584,,378171484,Which medical entities does Intraocular pressure disorder primarily affect?,0.1816789209842682,0.0,Synaptic Pruning,2013,"The anatomical location of the liver is in the right upper quadrant of the abdominal cavity, below the diaphragm, and above the stomach and small intestine. However, the clinical finding of very low-density lipoprotein (VLDL) levels being raised is indeed associated with liver dysfunction, as the liver plays a crucial role in the production and regulation of VLDL. Elevated VLDL levels can be indicative of liver disease, such as non-alcoholic fatty liver disease"
C0014653,Equilibrium,orgf,PROCESS_OF,C0043210,Woman,humn,2021,33293983,33293983,,360838855,"In a biomedical context, what is the relationship between Equilibrium and patients or groups via PROCESS_OF?",0.1313609629869461,0.0,Woman,0,I can't verify the information you've requested
C1537011,Epoxyeicosatrienoic Acid,orch,DISRUPTS,C0242606,Oxidative Stress,comd,2024,38173517,38173517,,411949677,Which medical entities does Epoxyeicosatrienoic Acid disrupt?,0.1104863733053207,0.0,Oxidative Stress,2018,The answer is Ion channels
C0026456,Monoamine Oxidase B,aapp,PART_OF,C0086418,Homo sapiens,humn,2023,36169859,36169859,,390355015,"In a biomedical context, what is the relationship between Monoamine Oxidase B and patients or groups via PART_OF?",0.1554996073246002,0.0,Homo sapiens,2019,The answer is Brain
C0032113,Plasma Exchange,topp,USES,C0001617,Adrenal Cortex Hormones,phsu,2015,24853254,24853254,,20107563,"In a biomedical context, what is the relationship between Plasma Exchange and pharmacologic substances via USES?",0.1836917698383331,0.0,Adrenal Cortex Hormones,2010,"The active substances associated with the anatomical location of Salmonella enterica are plasmids. Plasmids are small DNA molecules within a cell that are physically separated from chromosomal DNA and can replicate independently. Salmonella enterica, a species of bacteria, can harbor plasmids that carry genes for antibiotic resistance, virulence, and other traits"
C0007584,Cell Count,lbpr,USES,C0059944,Exodeoxyribonuclease I,aapp,2024,38126949,38126949,,411384562,"In a biomedical context, what is the relationship between Cell Count and proteins via USES?",0.1038339957594871,0.0,Exodeoxyribonuclease I,0,I can't provide information on that
C0734999,Exocrine cell,cell,INTERACTS_WITH,C0633225|10549,"PRDX4 protein, human|PRDX4",gngm,2021,33378992,33378992,,361734940,Which genes does Exocrine cell significantly interact with?,0.3649981021881103,0.0,"PRDX4 protein, human|PRDX4",2019,"Exocrine cells significantly interact with genes such as Kras, Pdx1, and Ptf1a, which are crucial for their development and function"
C0242383,Age related macular degeneration,dsyn,CAUSES,C1536085,Geographic Atrophy,dsyn,2024,37869030,37869030,,408676734,Which diseases or conditions can Age related macular degeneration cause or induce?,0.1886443048715591,0.0,Geographic Atrophy,2011,"Pharmaceutical preparations primarily affect normal sinus rhythm by altering the heart's electrical activity, which can lead to changes in heart rate and rhythm. This can be due to various medications, such as beta blockers, anti-arrhythmics, or digoxin, which are used to treat conditions like hypertension, heart failure, or arrhythmias"
C0080125,Catalytic RNA,enzy,AFFECTS,C1330957,Cytokinesis of the fertilized ovum,celf,2012,23113700,23113700,,19149190,Which cell types does Catalytic RNA primarily affect?,0.1179509237408638,0.0,Cytokinesis of the fertilized ovum,0,"[1993] Catalytic RNA, also known as ribozymes, primarily affect RNA molecules"
2551|4780,GABPA|NFE2L2,aapp,STIMULATES,C0085262,PC12 Cells,cell,2019,30603983,30603983,,332839720,Which cell types does GABPA|NFE2L2 stimulate?,0.243255540728569,0.0,PC12 Cells,0,"I can't verify the information provided in your questions. However, I can provide information on the topics you've asked about"
C0007634,Cells,cell,LOCATION_OF,C1257901,"Receptors, Proteinase-Activated",aapp,2020,32685886,32685886,,345188081,Which proteins is the anatomical location of Cells?,0.2443830668926239,0.0,"Receptors, Proteinase-Activated",0,"I can't provide information on the anatomical location of ""Government"" as it is not a medical entity. Is there anything else I can help you with?"
C0026056,Midazolam,orch,TREATS,C0042960,Voluntary Workers,humn,2010,19940232,19940232,,21481289,Which patients or groups is Midazolam commonly used to treat?,0.0245814807713031,0.0,Voluntary Workers,2018,"Midazolam is commonly used to treat patients or groups with Anxiety, Sedation, or Seizures"
C0596495,"Spectrometry, Mass, Electrospray Ionization",lbpr,MEASURES,C0012471,Dinoprost,eico,2020,31514837,31514837,,341767976,"In a biomedical context, what is the relationship between Spectrometry, Mass, Electrospray Ionization and medical entities via MEASURES?",0.0632475167512893,0.0,Dinoprost,2014,"Phytochemicals are known to significantly interact with Azoles, which are a class of heterocyclic compounds that contain at least one five-membered ring with two adjacent nitrogen atoms. Azoles are often used as fungicides and have been found to interact with phytochemicals in various biological systems"
C0033684,Proteins,gngm,CAUSES,C3278535,Lipid droplet accumulation,fndg,2023,36614209,36614209,,395433313,Which clinical findings can Proteins cause or induce?,0.271984726190567,0.0,Lipid droplet accumulation,2020,"Warburg Therapy is commonly used to treat Pneumonia. This therapy is based on the idea of using oxygen therapy to treat various diseases, including pneumonia. The therapy involves administering high concentrations of oxygen to the patient, which can help to reduce inflammation and promote healing in the lungs"
C0019699,HIV Seropositivity,fndg,PROCESS_OF,C0025266,Male population group,humn,2016,27749110,27749110,,14729684,"In a biomedical context, what is the relationship between HIV Seropositivity and patients or groups via PROCESS_OF?",0.0994354858994484,0.0,Male population group,0,"To answer your questions accurately, I'll provide the scientific information based on the given years"
C1276996,Atypical antipsychotic,phsu,TREATS,C0871189,Psychotic symptom,sosy,2010,19907417,19907417,,21387460,Which medical entities is Atypical antipsychotic commonly used to treat?,0.6566779613494873,0.0,Psychotic symptom,0,"Atypical antipsychotics are commonly used to treat various psychiatric disorders, including schizophrenia, bipolar disorder, and major depressive disorder with psychotic features. They are also used to treat irritability associated with autism and other conditions"
C0007102,Malignant tumor of colon,neop,ISA,C1527249,Colorectal Cancer,neop,2010,20012183,20012183,,26904175,"In a biomedical context, what is the relationship between Malignant tumor of colon and diseases or conditions via ISA?",1.0,1.0,Colorectal Cancer,2014,"The relationship between Cell physiology and species via PROCESS_OF is Stallion, as in the context of cell physiology, a stallion is a male horse, which is a species. However, this seems to be an unusual example. In general, cell physiology is a process that occurs in various species"
C0229671,Serum,bdsu,LOCATION_OF,C0053396,Beta Carotene,orch,2011,21266096,21266096,,127952342,Which chemicals is the anatomical location of Serum?,0.2372268736362457,0.0,Beta Carotene,0,"Since you didn't provide the question for the last part, I'll assume you're asking about the anatomical location of Serum in general"
C0040300,Body tissue,tisu,LOCATION_OF,C0038233,Stearoyl-CoA Desaturase,aapp,2012,25049663,25049663,,21635703,Which proteins is the anatomical location of Body tissue?,0.1990392953157425,0.0,Stearoyl-CoA Desaturase,0,I can't answer that
C0022646,Kidney,bpoc,LOCATION_OF,C0021760,Interleukin-6,aapp,2016,27746168,27746168,,13180670,Which proteins is the anatomical location of Kidney?,0.1719789206981659,0.0,Interleukin-6,0,"To answer your question, I'll need to provide the correct proteins associated with the kidney"
C0015934,Fetal Growth Retardation,dsyn,AFFECTS,C2985398,Intestinal Microbiome,orgm,2023,36615874,36615874,,395449930,Which medical entities does Fetal Growth Retardation primarily affect?,0.0450593084096908,0.0,Intestinal Microbiome,2020,"Fetal Growth Retardation primarily affects the fetus, leading to low birth weight and potential long-term health consequences. It can also impact the mother's health, particularly if the cause is related to a maternal health issue. The medical entities primarily affected by Fetal Growth Retardation include"
C1415809|3356,HTR2A gene|HTR2A,gngm,ASSOCIATED_WITH,C1269683,Major Depressive Disorder,mobd,2016,27756686,27756686,,17164215,Which diseases or conditions is HTR2A gene|HTR2A most strongly associated with?,0.4481540322303772,0.0,Major Depressive Disorder,0,I can't verify the information provided in the questions
C0013404,Dyspnea,sosy,ASSOCIATED_WITH,C1175175,Severe Acute Respiratory Syndrome,dsyn,2020,32722946,32722946,,345168493,Which diseases or conditions is Dyspnea most strongly associated with?,0.3872321248054504,0.0,Severe Acute Respiratory Syndrome,2015,Dyspnea is most strongly associated with Chronic Obstructive Pulmonary Disease (COPD)
C1266915,Entire condyle,bpoc,LOCATION_OF,C0152244,"Bone Cysts, Aneurysmal",dsyn,2012,23730077,23730077,,21826570,Which diseases or conditions is the anatomical location of Entire condyle?,0.2407939434051513,0.0,"Bone Cysts, Aneurysmal",2019,The anatomical location of Entire condyle is Temporomandibular joint disorders
C0522074,Acute deficiency state,fndg,PROCESS_OF,C0030705,Patients,humn,2021,33402560,33402560,,361958156,"In a biomedical context, what is the relationship between Acute deficiency state and patients or groups via PROCESS_OF?",0.3557032942771911,0.0,Patients,0,"I can't verify the information you've provided about the NBL1 gene, Myocytes, Smooth Muscle, and Minocycline"
C0022658,Kidney Diseases,dsyn,NEG_PROCESS_OF,C0030705,Patients,humn,2010,20005488,20005488,,23052927,"In a biomedical context, what is the relationship between Kidney Diseases and patients or groups via NEG_PROCESS_OF?",0.108157604932785,0.0,Patients,2024,"Carrageenan is commonly used in research to treat Rattus norvegicus, also known as the laboratory rat, due to its anti-inflammatory properties. It is often used to induce colitis in rats, which is a model for studying inflammatory bowel disease (IBD) in humans"
C1266915,Entire condyle,bpoc,PART_OF,C0448194,Entire distal femur,bpoc,2015,25045068,25045068,,18842103,"In a biomedical context, what is the relationship between Entire condyle and tissues or organs via PART_OF?",0.379978597164154,0.0,Entire distal femur,2019,The answer is Entire mandible
C0086661|4609,MYC gene|MYC,gngm,ASSOCIATED_WITH,C0006826,Malignant Neoplasms,neop,2018,29289266,29289266,,248668738,Which diseases or conditions is MYC gene|MYC most strongly associated with?,0.5510154962539673,0.0,Malignant Neoplasms,0,"I can't verify the information provided in your questions. However, I can provide the correct information based on my knowledge"
C0205968,Thorotrast,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,19917057,19917057,,26811158,To which patients or groups is Thorotrast typically administered?,0.4997463226318359,0.0,Patients,0,"[1928] Thorotrast is a radioactive contrast agent that was historically used for radiographic imaging, particularly in the 1920s and 1930s. It was typically administered to patients with conditions such as liver disease, cancer, and neurological disorders. However, due to its high radioactivity and potential for causing radiation-induced cancers and other health problems, its use has been largely discontinued"
55107,ANO1,gngm,HIGHER_THAN,55107,ANO1,gngm,2014,24752830,24752830,,18944425,"In a biomedical context, what is the relationship between ANO1 and genes via HIGHER_THAN?",1.0,1.0,ANO1,2014,The answer is ANO1 is higher than TRPM8 in terms of the number of genes associated with it
C0021709,"Intensive Care Units, Neonatal",hcro,LOCATION_OF,C0034108,"Oximetry, Pulse",diap,2023,36593281,36593281,,395198790,"Which medical entities is the anatomical location of Intensive Care Units, Neonatal?",0.1348938941955566,0.0,"Oximetry, Pulse",0,"I can't verify the answer to your question about Intensive Care Units, Neonatal"
C1624602,Anti-Antibodies,aapp,ASSOCIATED_WITH,C0030660,Pathologic Processes,patf,2023,36587080,36587080,,395130411,Which pathologic functions is Anti-Antibodies most strongly associated with?,0.0142378667369484,0.0,Pathologic Processes,0,I can't provide information on the relationship between Anti-Antibodies and pathologic functions. Is there anything else I can help you with?
C0191237,Drainage of pericardium NOS,topp,TREATS,C0013502,Echinococcosis,dsyn,2017,24393813,24393813,,33559997,Which diseases or conditions is Drainage of pericardium NOS commonly used to treat?,0.0877540111541748,0.0,Echinococcosis,2022,"Drainage of pericardium NOS is commonly used to treat conditions such as Cardiac Tamponade, which is a life-threatening condition where fluid accumulates in the pericardial sac surrounding the heart, leading to compression of the heart and impaired cardiac function"
C0278701,Gastric Adenocarcinoma,neop,ISA,C1333132,Common Neoplasm,neop,2015,24529168,24529168,,19036121,"In a biomedical context, what is the relationship between Gastric Adenocarcinoma and diseases or conditions via ISA?",0.0771690383553505,0.0,Common Neoplasm,2011,"In a biomedical context, the relationship between Gastric Adenocarcinoma and diseases or conditions via ISA (Information Storage and Access) is that Gastric Adenocarcinoma is associated with various diseases or conditions, including but not limited to, Helicobacter pylori infection, chronic gastritis, and intestinal metaplasia"
C0025545,Metallothionein,aapp,HIGHER_THAN,C0567415,Atom,elii,2010,20014759,20014759,,28439472,"In a biomedical context, what is the relationship between Metallothionein and medical entities via HIGHER_THAN?",0.2234213948249817,0.0,Atom,2023,"In a biomedical context, Metallothionein is related to medical entities via HIGHER_THAN in terms of its antioxidant properties and its ability to protect against heavy metal toxicity and oxidative stress. Metallothionein has been shown to have higher levels in individuals with certain medical conditions, such as cancer, where it may play a protective role against chemotherapy-induced toxicity"
C0013839,Electromyography,diap,AFFECTS,C0002736,Amyotrophic Lateral Sclerosis,dsyn,2011,21554033,21554033,,129533480,Which diseases or conditions does Electromyography primarily affect?,0.4285764992237091,0.0,Amyotrophic Lateral Sclerosis,2015,"In a biomedical context, Simvastatin is a statin that acts as an Insensitive to Statin (ISA) to pharmacologic substances, specifically Pharmaceutical Preparations. This means that Simvastatin can interact with various pharmaceutical preparations, affecting their pharmacokinetics or pharmacodynamics"
C0040423,Tonsillectomy,topp,TREATS,C0008059,Child,aggp,2011,21713749,21713749,,130411306,Which medical entities is Tonsillectomy commonly used to treat?,0.0746386051177978,0.0,Child,0,I'm not able to provide information on the last question you asked
C0020517,Hypersensitivity,patf,CAUSES,C0014457,Eosinophilia,dsyn,2012,23179050,23179050,,20321628,Which diseases or conditions can Hypersensitivity cause or induce?,0.2268182635307312,0.0,Eosinophilia,2019,"Hypersensitivity can cause or induce various diseases or conditions, including"
C0887912,"Gene Transfer, Horizontal",genf,PROCESS_OF,C0003903,Arthropods,euka,2024,38006562,38006562,,410057961,"In a biomedical context, what is the relationship between Gene Transfer, Horizontal and medical entities via PROCESS_OF?",0.0889389663934707,0.0,Arthropods,2015,"In a biomedical context, the relationship between TRANSCRIPTION FACTOR and physiologic functions via AUGMENTS is that transcription factors regulate gene expression by binding to specific DNA sequences, thereby augmenting or inhibiting the transcription of target genes, which in turn affects various physiologic functions"
C0699889,Malignant Female Reproductive System Neoplasm,neop,PROCESS_OF,C0043210,Woman,humn,2024,38172678,38172678,,412028354,"In a biomedical context, what is the relationship between Malignant Female Reproductive System Neoplasm and patients or groups via PROCESS_OF?",0.1931604444980621,0.0,Woman,2017,The answer is Treatment
C0006979,Carbenoxolone,phsu,STIMULATES,C0243043|3308,Heat-Shock Proteins 70|HSPA4,gngm,2013,23594135,23594135,,18983112,Which genes does Carbenoxolone stimulate?,0.0642829909920692,0.0,Heat-Shock Proteins 70|HSPA4,0,I'm not able to verify the answer to the question about Carbenoxolone
C0599702,reuptake,celf,AFFECTS,C0020114,Human,humn,2016,27748551,27748551,,14345818,Which patients or groups does reuptake primarily affect?,0.1761769354343414,0.0,Human,2019,The answer is Serotonin Transporter
C0040405,X-Ray Computed Tomography,diap,DIAGNOSES,C0016059,Fibrosis,patf,2020,32723800,32723800,,345167858,Which pathologic functions is X-Ray Computed Tomography used to diagnose?,0.3261263966560364,0.0,Fibrosis,2024,"A biopsy is a medical procedure used to diagnose various diseases and conditions, including but not limited to"
C4699158,Increased risk,fndg,PROCESS_OF,C4331301,Solid Organ Transplant Recipient,humn,2022,34985156,34985156,,378176608,"In a biomedical context, what is the relationship between Increased risk and patients or groups via PROCESS_OF?",0.0935120061039924,0.0,Solid Organ Transplant Recipient,0,I can't provide information on the relationship between Increased risk and patients or groups via PROCESS_OF. Is there anything else I can help you with?
C0026882,Mutation,genf,PROCESS_OF,C1418423|5144,PDE4D gene|PDE4D,gngm,2014,25044890,25044890,,18741049,"In a biomedical context, what is the relationship between Mutation and genes via PROCESS_OF?",0.246900275349617,0.0,PDE4D gene|PDE4D,2023,"The relationship between Mutation and genes via PROCESS_OF is that a mutation is a process that occurs in a gene, resulting in a change to the gene's DNA sequence"
C0597357,receptor,gngm,INTERACTS_WITH,C0004561,B-Lymphocytes,cell,2010,19939451,19939451,,20907521,Which cell types does receptor significantly interact with?,0.4088375270366668,0.0,B-Lymphocytes,0,"To answer your question, I'll need more information about the receptor you're referring to. However, I can provide a general answer based on common receptors and their interactions"
C0010654,Cysteine,aapp,COEXISTS_WITH,C0033684,Proteins,gngm,2013,24077948,24077948,,19485098,Which genes commonly co-exists with Cysteine?,0.1045618802309036,0.0,Proteins,0,"I'm not able to provide a specific answer to the last question as it was not completed. However, I can provide information on the genes that commonly co-exist with Cysteine"
C0220781,Anabolism,biof,PROCESS_OF,C0034693,Rattus norvegicus,mamm,2013,24012727,24012727,,19178031,"In a biomedical context, what is the relationship between Anabolism and species via PROCESS_OF?",0.0899720638990402,0.0,Rattus norvegicus,2021,"The relationship between Astrocytes and species via PART_OF is Rattus norvegicus, indicating that astrocytes are a type of cell found in rats (Rattus norvegicus)"
C0175649,Prosthesis,medd,USES,C0005978,Bone Wires,medd,2021,33344153,33344153,,361372934,"In a biomedical context, what is the relationship between Prosthesis and medical entities via USES?",0.3993613719940185,0.0,Bone Wires,2012,The answer is Implant
C0808232,Therapeutic Intervention,topp,TREATS,C0026846,Muscular Atrophy,dsyn,2017,28709594,28709594,,37476348,Which diseases or conditions is Therapeutic Intervention commonly used to treat?,0.2283937036991119,0.0,Muscular Atrophy,0,I can't verify the publication year for the question about Therapeutic Intervention
C0001625,Adrenal Glands,bpoc,LOCATION_OF,C0206686,Adrenocortical carcinoma,neop,2010,19941369,19941369,,22098214,Which diseases or conditions is the anatomical location of Adrenal Glands?,0.2674877643585205,0.0,Adrenocortical carcinoma,0,"I'm unable to verify the information you've provided. However, I can provide some general information on the topics you've mentioned"
